cpg,PT01,PT02,PT03,PT04,PT05,PT06,PT07,PT08,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,PT49,PT50,PT51,PT52,PT53,PT54,PT55,PT56,PT57,PT58,PT59,PT60,PT61,PT62,PT63,PT64,PT65,PT66,PT67,PT68,PT69,PT70,PT71,PT72,PT73,PT74,PT75,PT76,PT77,PT78,PT79,PT80
cg14465143,0.03215434,0.8352362,0.8986328,0.8345477,0.05592105,0.125,0.3538767,0.125,0.2380952,0.2729885,0.1290323,0.184874,0.2175926,0.9130492,0.9068483,0.1955307,0.8688442,0.9044493,0.9,0.1890244,0.9059811,0.1007463,0.848704,0.3438396,0.08888889,0.2162162,0.1232394,0.8808589,0.1302817,0.861371,0.8635685,0.06810036,0.2476636,0.8820513,0.8880031,0.8937888,0.8808459,0.3076923,0.3482143,0.8407656,0.04651163,0.1288889,0.08214286,0.08189655,0.8968186,0.1084656,0.3176101,0.8534839,0.1632653,0.8529152,0.2211838,0.158209,0.8427152,0.9085782,0.237785,0.8857843,0.1045296,0.1428571,0.2056738,0.368421,0.8548641,0.9075993,0.8819248,0.1588785,0.8475192,0.877117,0.8782431,0.2677824,0.06129032,0.1721312,0.8624427,0.1666667,0.8360898,0.1424936,0.8443787,0.1326531,0.2296073,0.1460674,0.3232759
cg14470409,0.6714949,0.714438,0.1550856,0.09948381,0.7010885,0.7759756,0.7326633,0.7905645,0.1273554,0.6151935,0.08353961,0.7565661,0.7195009,0.7175978,0.7479824,0.5982636,0.7175081,0.6718532,0.7306031,0.7169966,0.7789325,0.7300742,0.6506897,0.6133084,0.6180582,0.7517795,0.7312203,0.7209585,0.1452632,0.1706906,0.1057386,0.1100678,0.125286,0.67221,0.7140052,0.0948052,0.152027,0.7270887,0.7266515,0.696845,0.5928326,0.6961459,0.7090807,0.6725267,0.1165893,0.7378802,0.1322404,0.6776009,0.6664081,0.7297936,0.08759124,0.7446849,0.1502177,0.7305753,0.7435551,0.1175743,0.7677243,0.7473078,0.1164575,0.6985237,0.1438574,0.7153182,0.6509644,0.7366486,0.7231582,0.7121307,0.7475358,0.1137953,0.1472754,0.1549708,0.7838545,0.7206911,0.6927651,0.7091854,0.7022699,0.7394589,0.7291913,0.177707,0.1310742
cg14513804,0.5676762,0.5881683,0.01283559,0.01013617,0.5613531,0.5700335,0.5189322,0.5849969,0.01418272,0.5484318,0.009381077,0.5431519,0.553461,0.5563952,0.5584309,0.5369645,0.5691345,0.5677674,0.5563791,0.569211,0.5817837,0.5758728,0.5434594,0.5564056,0.5426623,0.5534677,0.5502616,0.5706561,0.005894963,0.004255761,0.009137983,0.01468643,0.00953895,0.5333368,0.582428,0.004078396,0.001295457,0.5412987,0.5531354,0.5674583,0.5559766,0.5709636,0.5439057,0.5343716,0.00459178,0.5590172,0.01072182,0.5538087,0.5395667,0.5300626,0.01491548,0.5722075,0.006874242,0.5306618,0.5487222,0.01073763,0.5592604,0.5321431,0.01374498,0.5869063,0.006387035,0.5532572,0.5630343,0.5369394,0.5284557,0.5318396,0.5666763,0.01891892,0.004863989,0.006188233,0.5795275,0.5675869,0.5708933,0.5538151,0.5588118,0.5845667,0.5605707,0.01636053,0.01220953
cg14514383,0.6178167,0.646427,0.1145919,0.1487603,0.7254436,0.7767709,0.7264433,0.7485757,0.1293706,0.6823308,0.08840922,0.6671975,0.6621941,0.7232437,0.6822925,0.6803167,0.7036379,0.7039027,0.6978543,0.7040721,0.7451054,0.7448424,0.7545732,0.666469,0.6926548,0.7017452,0.6751172,0.7080886,0.1107226,0.1781644,0.1219019,0.1491787,0.1959195,0.6884113,0.6561231,0.1586553,0.1230921,0.7304917,0.7573402,0.6710047,0.6779461,0.7171196,0.7049046,0.703607,0.1157538,0.609652,0.1333515,0.6464307,0.6892483,0.706623,0.1708803,0.7068783,0.1195587,0.7367692,0.7610525,0.1259049,0.7308679,0.7326752,0.128876,0.7480769,0.09955752,0.7104973,0.7554875,0.6948836,0.6668721,0.6669273,0.631251,0.1087827,0.12,0.1324009,0.7003002,0.653263,0.6057742,0.6524079,0.6640161,0.7069388,0.6387311,0.1018748,0.1299554
cg14520892,0.6224246,0.6565421,0.1491202,0.08952032,0.6991928,0.734645,0.7496175,0.7186966,0.0750597,0.6261374,0.08810109,0.6616252,0.7079646,0.6698866,0.6813959,0.6262046,0.6861833,0.622946,0.6803449,0.6915203,0.6489611,0.6637931,0.6699937,0.6405802,0.610933,0.7173846,0.6999438,0.7055665,0.07983508,0.05807418,0.07811448,0.1131558,0.09946442,0.7087566,0.695722,0.08326849,0.1107096,0.744205,0.68353,0.6552008,0.5934973,0.6685714,0.6975579,0.7286029,0.08588525,0.7210399,0.09505459,0.6492165,0.6834279,0.7059852,0.08226221,0.707725,0.1059339,0.7170823,0.7055383,0.09286328,0.6433656,0.6772294,0.06925324,0.6547496,0.07878788,0.7057147,0.6566249,0.7061037,0.7111892,0.5965857,0.6693205,0.1115141,0.08927569,0.1095074,0.7081053,0.6388376,0.710435,0.7212521,0.6895681,0.694182,0.6484421,0.1172188,0.07379375
cg14522327,0.6351879,0.7277653,0.1437126,0.1491486,0.6261981,0.7444316,0.7512414,0.6929797,0.145222,0.6975791,0.1072319,0.5687812,0.6982315,0.6294742,0.7354293,0.656014,0.6942129,0.2242086,0.6523297,0.6577553,0.7779935,0.744547,0.7260118,0.6086841,0.5670414,0.7337253,0.7103571,0.6732088,0.1402851,0.1300885,0.1594614,0.187935,0.1531612,0.6742705,0.684514,0.1720351,0.1874229,0.694283,0.8106224,0.7118831,0.6843428,0.7125867,0.7293978,0.6829932,0.1546023,0.6332113,0.1568773,0.7453477,0.6382383,0.6531463,0.1753049,0.6812353,0.1281198,0.6969761,0.6820286,0.1923077,0.6991286,0.6854613,0.1598513,0.6814262,0.1598985,0.6434827,0.7221701,0.7120326,0.7071365,0.6422875,0.6841824,0.177095,0.1748634,0.2083106,0.7154751,0.6918498,0.6585653,0.6149477,0.5604171,0.6396396,0.75164,0.181323,0.1313498
cg14527649,0.7990962,0.7807734,0.8015973,0.3584184,0.8634601,0.8483393,0.8497906,0.852633,0.7807196,0.8431963,0.8448033,0.8432561,0.8612657,0.2267857,0.8388539,0.2232472,0.7962458,0.2092555,0.1192661,0.8081752,0.1274131,0.174,0.8325074,0.8032466,0.8020396,0.8079734,0.809609,0.2948718,0.7664884,0.1598695,0.2086957,0.7309102,0.8470709,0.8259764,0.09854604,0.8616208,0.8645046,0.8666019,0.1812367,0.2698413,0.8151578,0.7714208,0.8006384,0.7944363,0.8434164,0.7994688,0.8455752,0.2039604,0.8002316,0.8215159,0.8119658,0.8534527,0.2966252,0.7943334,0.8253862,0.7760136,0.7781885,0.8351416,0.8519679,0.8412358,0.8637177,0.8219213,0.7813601,0.8510677,0.7918089,0.2216142,0.8480777,0.7976786,0.147016,0.7928031,0.2986577,0.1257996,0.7783784,0.8142191,0.7659751,0.2832764,0.8484464,0.8555893,0.8261152
cg14533874,0.6766958,0.7210513,0.1099166,0.1100175,0.7083365,0.6914971,0.7340012,0.7537739,0.05109684,0.690372,0.1059074,0.7005814,0.6933173,0.7250044,0.6934253,0.7038933,0.7116756,0.6989775,0.7148712,0.7235318,0.7162111,0.7348492,0.7336938,0.6578637,0.6981799,0.7138643,0.72667,0.6992775,0.08538385,0.06155425,0.08968963,0.06525199,0.1455484,0.7153076,0.738986,0.09776461,0.1145001,0.7360406,0.7684945,0.7081575,0.6979843,0.6966677,0.6894164,0.72251,0.0960483,0.7048057,0.07750984,0.6782331,0.7047068,0.712948,0.1092943,0.744321,0.1073225,0.7501244,0.7455119,0.07894737,0.7164967,0.7254565,0.05716544,0.7219272,0.09093384,0.7394548,0.7195701,0.7135517,0.7252381,0.6859476,0.7008644,0.09735974,0.08643533,0.1165727,0.7494954,0.6650109,0.6872617,0.6965237,0.6894345,0.7356561,0.7146418,0.09185532,0.100489
cg14539516,0.6761269,0.6817332,0.1073583,0.1285246,0.7200864,0.7691416,0.6697771,0.7397439,0.09058488,0.6581544,0.1052221,0.618974,0.662446,0.6985673,0.7499393,0.6067372,0.661209,0.6711297,0.6734072,0.6205357,0.6566667,0.6726984,0.6441935,0.6332993,0.6560358,0.667138,0.6790393,0.6905038,0.04693715,0.1024194,0.1034722,0.06436421,0.1103448,0.6210634,0.7003405,0.09822119,0.05639098,0.6554645,0.709335,0.6546864,0.6557377,0.6032018,0.6162521,0.6868518,0.05846621,0.5851235,0.1058545,0.6492565,0.680951,0.6356262,0.09237288,0.6958732,0.1097695,0.6179818,0.6846178,0.07396664,0.7444383,0.6287834,0.09992006,0.5832796,0.09558824,0.6517691,0.6322169,0.642775,0.647346,0.6855649,0.6576239,0.05617978,0.0790802,0.1091181,0.6292366,0.6497852,0.6605144,0.6624401,0.6596218,0.657677,0.6041553,0.08345979,0.09044117
cg14544439,0.06100218,0.02160864,0.878009,0.9510381,0.6518359,0.7376894,0.07491289,0.03085905,0.9070327,0.6350453,0.6556795,0.02772643,0.921099,0.6888889,0.6768227,0.6836664,0.02643172,0.6250776,0.6770108,0.9173355,0.8882774,0.9056225,0.1314879,0.03361345,0.6196581,0.689158,0.6819553,0.02853746,0.6802205,0.9141299,0.9213626,0.8820539,0.9164002,0.6176638,0.04990215,0.9292131,0.7012987,0.7440382,0.7199779,0.6339223,0.6828499,0.1212989,0.05758157,0.9076402,0.6671908,0.931686,0.07236181,0.02115385,0.7277051,0.05275779,0.9108561,0.7,0.723839,0.6956735,0.04224138,0.08319604,0.03581527,0.04302204,0.9306358,0.6847498,0.7004096,0.712,0.6673216,0.09732825,0.7033195,0.6333333,0.638914,0.1412371,0.7029791,0.6943833,0.02821012,0.6787763,0.03139718,0.6630273,0.01959248,0.06472795,0.1215765,0.6888021,0.7478355
cg14544514,0.7057335,0.7217848,0.190319,0.1778523,0.7058528,0.7636413,0.7647836,0.8353491,0.1610063,0.7834768,0.1471239,0.7411104,0.7515327,0.7541634,0.7871437,0.6836346,0.776011,0.7008321,0.7417195,0.7248973,0.7582057,0.7755752,0.774204,0.7823681,0.6946173,0.7286521,0.7386364,0.746259,0.1503928,0.1225071,0.04726101,0.1299213,0.08764941,0.702439,0.7388489,0.1081731,0.1341108,0.7612351,0.8014113,0.7431348,0.7234042,0.74366,0.7723392,0.7385728,0.1651584,0.7512285,0.1964286,0.7172414,0.7219447,0.732663,0.2028985,0.7884147,0.1603563,0.7665783,0.7573027,0.1157125,0.7935148,0.7225892,0.1994885,0.7375271,0.1707317,0.7277108,0.7218337,0.7500896,0.6601096,0.7176441,0.7654694,0.1533923,0.09151573,0.1917336,0.7685373,0.71064,0.7271838,0.7411389,0.7472256,0.7357388,0.7632211,0.1841518,0.1192266
cg14548901,0.8743405,0.6253989,0.2309645,0.905314,0.916801,0.8762041,0.1666667,0.7139746,0.08433735,0.1171271,0.9195495,0.6812039,0.9050143,0.04552352,0.9089286,0.6183321,0.7012475,0.743871,0.6054313,0.108076,0.1449753,0.6686242,0.9090909,0.6789297,0.6475884,0.6964643,0.8876405,0.6850235,0.7264038,0.9069124,0.724907,0.1184358,0.1060445,0.8976242,0.7303295,0.6943442,0.7218115,0.7913621,0.7211831,0.6723809,0.1016949,0.8938962,0.7189696,0.901599,0.09201623,0.9195083,0.9195089,0.9233053,0.7069565,0.9187424,0.05471125,0.7245879,0.7350544,0.9097744,0.01724138,0.9360662,0.7462144,0.6616231,0.05060241,0.06711409,0.7078261,0.09298532,0.7626666,0.8913349,0.7051793,0.6592551,0.8778682,0.04100946,0.6872087,0.1897019,0.7036069,0.9157844,0.6852679,0.9049167,0.6917293,0.1196054,0.7595861,0.8964758,0.7157748
cg14549203,0.9296768,0.09784172,0.6794361,0.6732227,0.6893691,0.08369817,0.1289364,0.1409451,0.6649235,0.6516242,0.07140732,0.7197495,0.9323506,0.939185,0.115705,0.06656966,0.1098639,0.6761241,0.9324895,0.6806326,0.6864811,0.6739744,0.7060099,0.6384954,0.07194492,0.6961089,0.08624956,0.9363139,0.9361426,0.6725547,0.6580055,0.08550186,0.0925254,0.1118547,0.6870425,0.1044969,0.1112451,0.7197114,0.7258182,0.6981394,0.6567013,0.7077134,0.6747108,0.9469026,0.6991116,0.08161084,0.7318867,0.07829047,0.6707094,0.9482398,0.730378,0.09321101,0.08671789,0.1154011,0.07944732,0.0760594,0.08785332,0.6777942,0.9410435,0.7084793,0.7093999,0.6959201,0.7052519,0.6587698,0.07274491,0.9196705,0.933008,0.6622766,0.6826034,0.7046382,0.1203931,0.6389476,0.08803062,0.9432452,0.6816284,0.1144068,0.7269252,0.1109621,0.9284117
cg14553323,0.0738795,0.586158,0.07796185,0.6258746,0.6255082,0.0614687,0.08402814,0.08941305,0.921579,0.6023133,0.04699516,0.03021051,0.620022,0.6444539,0.6307205,0.05350773,0.06164051,0.04711337,0.05888126,0.6676987,0.0407974,0.6447097,0.04973669,0.05004377,0.07491082,0.05042567,0.05096111,0.04230091,0.03510517,0.6575486,0.04912944,0.05383936,0.05210918,0.05923345,0.6362301,0.640266,0.0658286,0.6886365,0.6776204,0.6169081,0.6350729,0.06501361,0.6619156,0.05818243,0.05340454,0.6616099,0.06225256,0.04874723,0.6609258,0.05804207,0.9433689,0.06223176,0.05335968,0.6874751,0.08007144,0.05098097,0.03602653,0.637758,0.04624872,0.658404,0.07045455,0.07285397,0.06289724,0.07524043,0.06295325,0.06046267,0.07188827,0.638207,0.06777971,0.9250069,0.06500337,0.6062245,0.06541143,0.05285985,0.05762387,0.06390694,0.06989317,0.06896552,0.0601473
cg14555881,0.6907475,0.1034855,0.1396011,0.5775862,0.09384573,0.1076471,0.08084697,0.07743573,0.6020548,0.6141862,0.5846491,0.5444471,0.5555556,0.06095308,0.5875831,0.5661114,0.5833333,0.5023977,0.5590838,0.5655383,0.8121076,0.5581332,0.06584939,0.5149925,0.05899705,0.5584634,0.5700447,0.06995161,0.6206262,0.6346616,0.8298309,0.04628593,0.5737497,0.6042534,0.5671402,0.578994,0.6173029,0.09312977,0.07747035,0.5908599,0.5832654,0.5301467,0.8264984,0.08292416,0.6284557,0.5535714,0.09233577,0.7299286,0.7247904,0.5736926,0.6061425,0.8766901,0.0754818,0.091131,0.583555,0.565469,0.4904117,0.7819849,0.1035285,0.6138433,0.6203085,0.0500236,0.8079758,0.82189,0.598944,0.5689372,0.583911,0.09339586,0.5859728,0.801208,0.5595191,0.06916996,0.6228439,0.08302016,0.8279203,0.5628026,0.5796152,0.651319,0.6093051
cg14596086,0.6502798,0.7136024,0.1623236,0.1679806,0.7295675,0.6369017,0.737806,0.6784503,0.1400618,0.7107891,0.05296769,0.7162162,0.7247471,0.7090963,0.7428035,0.5973205,0.7110527,0.651823,0.7136352,0.691619,0.6723475,0.7690591,0.7258165,0.6868687,0.7363296,0.7519978,0.7080155,0.7343463,0.1526718,0.1298532,0.3115201,0.1407194,0.1321857,0.6828943,0.7179522,0.1545894,0.1240778,0.692346,0.7634622,0.7201091,0.6250786,0.726189,0.6964315,0.7028615,0.1085271,0.7148954,0.2212666,0.6888743,0.6404732,0.73035,0.08671268,0.7282119,0.1501942,0.7058513,0.7483695,0.1361426,0.7522321,0.7285543,0.1666667,0.6979243,0.1567732,0.7115691,0.7347039,0.7135496,0.6542672,0.7168291,0.6896704,0.1271967,0.1215124,0.1270302,0.73181,0.6808903,0.6505131,0.7113816,0.7454212,0.7072096,0.6931458,0.1132773,0.1991664
cg14597070,0.9228706,0.08120355,0.7007542,0.0722274,0.6760415,0.6920794,0.9519498,0.9511989,0.615667,0.6259984,0.9453958,0.044528,0.9331283,0.06913903,0.6586586,0.9320685,0.0513769,0.953977,0.9366667,0.6673554,0.9407303,0.93823,0.04941599,0.6212839,0.04699571,0.6671408,0.6206633,0.9358733,0.6695313,0.04447068,0.02839721,0.03598113,0.06311511,0.659233,0.9368815,0.9317009,0.676392,0.9507926,0.6852117,0.9299959,0.6372507,0.05296288,0.04496208,0.6755385,0.6639408,0.672497,0.937489,0.04309524,0.6601176,0.6554388,0.6875151,0.6585018,0.9478561,0.6968713,0.05586081,0.9461853,0.6792619,0.03339158,0.9333045,0.6737776,0.7088695,0.6949913,0.9515453,0.9406077,0.05088101,0.9402919,0.9460388,0.6618021,0.6693655,0.9404996,0.6589469,0.9391744,0.05405406,0.9234099,0.06813965,0.06612432,0.6288469,0.9288837,0.6617709
cg14599155,0.5621712,0.589939,0.6346588,0.8779411,0.6461187,0.1020273,0.6756784,0.9285927,0.648443,0.6265203,0.05646173,0.903394,0.6201174,0.06720275,0.6551333,0.6213084,0.606637,0.07730263,0.05825042,0.6444445,0.6641573,0.9077921,0.9044955,0.5948472,0.6319813,0.8612632,0.9082859,0.6012529,0.06010047,0.9244267,0.6365023,0.6220786,0.6255249,0.9227263,0.6450302,0.659477,0.07611129,0.08523801,0.6941237,0.8955538,0.6224083,0.6414286,0.8245268,0.6067923,0.638787,0.6016918,0.8393851,0.8697474,0.630657,0.9171353,0.6806026,0.9090713,0.9071519,0.09027322,0.6650069,0.0729105,0.9223565,0.9239766,0.8972365,0.6961906,0.9334012,0.7082973,0.6811109,0.0624845,0.8626637,0.07998046,0.9088436,0.6389351,0.6229581,0.09013852,0.6721165,0.8796251,0.6329984,0.6063105,0.9195591,0.9027792,0.8843714,0.09781335,0.8311219
cg14609402,0.9028379,0.9203041,0.9272751,0.2362205,0.9393768,0.934554,0.941855,0.9511023,0.9380199,0.9127432,0.9338804,0.9312271,0.9453646,0.327044,0.2446483,0.925495,0.2210526,0.2838428,0.936395,0.9516982,0.3269755,0.9435585,0.3254157,0.9314806,0.3773585,0.1505102,0.9355662,0.9348126,0.2055556,0.3345794,0.3527397,0.1578947,0.3237598,0.9379194,0.9290931,0.9443921,0.9479881,0.9511536,0.9628347,0.9250098,0.9435993,0.9310719,0.2233503,0.9382509,0.9398381,0.9083089,0.9425,0.9409043,0.9355862,0.9378509,0.9515625,0.9316459,0.2144847,0.9500102,0.1986971,0.9378159,0.9335027,0.9336613,0.25,0.9478261,0.2741936,0.9337358,0.9395915,0.9363756,0.9388068,0.9312867,0.925559,0.9253107,0.9459332,0.9493132,0.2891791,0.9203246,0.3160622,0.929902,0.9508659,0.9376956,0.9456235,0.9366598,0.3664122
cg14615128,0.7013245,0.8624022,0.8984905,0.6999406,0.6912811,0.7064534,0.1708494,0.7290687,0.09705043,0.6863905,0.6683292,0.1235452,0.1373471,0.8855615,0.8881119,0.1606145,0.6615942,0.6881852,0.6472663,0.1274382,0.6520737,0.2054795,0.136742,0.04658385,0.6473464,0.9060636,0.6985547,0.6712329,0.9109446,0.7105432,0.9098826,0.6620111,0.09205548,0.165625,0.7251553,0.1383929,0.1601256,0.1922031,0.6939332,0.6383867,0.6428571,0.9068413,0.6480836,0.02553626,0.01372756,0.9177048,0.1596154,0.8612751,0.6851739,0.9049668,0.1223345,0.7018633,0.9058693,0.9026234,0.1645193,0.6604593,0.660826,0.9116549,0.706584,0.7007218,0.05229456,0.7066381,0.1921858,0.183457,0.151184,0.6500718,0.1441821,0.8822355,0.7179685,0.6929134,0.8776143,0.6497429,0.650303,0.6467161,0.01351351,0.121118,0.6894587,0.700469,0.1468173
cg14626875,0.564478,0.9173665,0.6233802,0.924367,0.08833511,0.6430972,0.9333025,0.9302561,0.9373362,0.9281008,0.6045237,0.6116725,0.9202793,0.6222129,0.943895,0.6011272,0.9207913,0.5974762,0.9261001,0.9279286,0.9342337,0.07214744,0.08807683,0.6352403,0.928807,0.9357131,0.9364965,0.9176129,0.9218452,0.9391606,0.9406523,0.9093735,0.6080951,0.6084958,0.9269621,0.9305158,0.9343215,0.6453859,0.9430711,0.9204326,0.9239924,0.6125109,0.9355037,0.08465055,0.9434647,0.9377801,0.9388601,0.9125565,0.9243683,0.9450827,0.9451259,0.9458007,0.9400984,0.9528669,0.938796,0.9399023,0.6454997,0.9555793,0.05826639,0.9448864,0.9439169,0.9434342,0.9325657,0.6610652,0.9137078,0.8804579,0.9113387,0.9122054,0.6464319,0.9288719,0.9306809,0.6095695,0.9249418,0.9094212,0.6097833,0.6305062,0.6534662,0.653878,0.09180791
cg14629397,0.475,0.8457104,0.2740385,0.9220874,0.1787565,0.8894194,0.9160905,0.8904611,0.8849741,0.1650485,0.2532468,0.9035724,0.8791774,0.03968254,0.8989395,0.8791565,0.8339637,0.1677215,0.9020463,0.8919606,0.3230241,0.912074,0.9082038,0.9143918,0.9207757,0.8868045,0.8894944,0.8780574,0.9006584,0.9102368,0.3407202,0.8689884,0.8825246,0.1744186,0.8758901,0.184,0.1136364,0.9236087,0.9063063,0.9014308,0.9034878,0.8813187,0.8777948,0.8641509,0.8907751,0.8954883,0.8786604,0.8672481,0.2566038,0.8976401,0.9113775,0.9183635,0.8931271,0.9155886,0.9001637,0.8812891,0.8985094,0.8988506,0.9083553,0.905481,0.8977892,0.9304079,0.8746269,0.8754958,0.875405,0.8742767,0.8803681,0.8945756,0.8660349,0.1455224,0.2727273,0.898759,0.8507966,0.8558273,0.1522634,0.8569259,0.2650919,0.2197531,0.427673
cg14629612,0.9311818,0.9316642,0.9301587,0.2816189,0.9309324,0.9679313,0.9488476,0.9652545,0.1081794,0.9356809,0.3081395,0.9270675,0.9510841,0.9544889,0.9628257,0.9529338,0.9525288,0.9512715,0.9488195,0.2068966,0.9411643,0.2891566,0.1420765,0.9218937,0.9321892,0.9525496,0.9628088,0.9281859,0.9588381,0.1736842,0.9520904,0.9309916,0.9490107,0.9423184,0.9705191,0.04923077,0.9664593,0.944995,0.9527048,0.9531979,0.9183064,0.942591,0.153605,0.9308996,0.1755102,0.9581671,0.95486,0.03286385,0.9467787,0.9536225,0.2358491,0.9573252,0.09716599,0.9412209,0.9541593,0.9643482,0.9665412,0.944127,0.9500093,0.93832,0.9574019,0.2710997,0.2352941,0.9398542,0.9223268,0.9580981,0.9354501,0.9369317,0.1888298,0.9286527,0.9380391,0.9576449,0.9389858,0.9286391,0.9491131,0.9608577,0.9501473,0.4,0.9636566
cg14651435,0.649507,0.6868206,0.9581075,0.06552152,0.06372976,0.6986196,0.9760919,0.9643826,0.6679235,0.691401,0.06281868,0.6723277,0.9667268,0.05729044,0.06573957,0.6690026,0.6972532,0.6900455,0.6888205,0.9651698,0.7324339,0.9640895,0.6943467,0.6644157,0.07858688,0.04929245,0.6767763,0.07010078,0.7072912,0.04174045,0.7059708,0.6408272,0.9652761,0.6902,0.7286822,0.9760439,0.7150912,0.6901094,0.06269531,0.6760691,0.6781255,0.9676578,0.9738063,0.7091972,0.6842832,0.09392015,0.6955163,0.6742911,0.7066845,0.9731961,0.7267649,0.06473988,0.7125902,0.9710846,0.708634,0.05670447,0.73137,0.06174143,0.7353632,0.7153143,0.971114,0.06214248,0.9697843,0.699392,0.7012547,0.6378937,0.6505892,0.03438557,0.699961,0.7367623,0.06865437,0.0462214,0.6528369,0.06562804,0.9641616,0.0672043,0.9649978,0.08102395,0.7378461
cg14737574,0.7198572,0.7595168,0.2068248,0.2310722,0.7828513,0.7840493,0.7689436,0.8255588,0.1350148,0.7467799,0.1075209,0.7711377,0.7536986,0.7149221,0.7813247,0.698231,0.7574735,0.7097164,0.7723104,0.7122072,0.7662629,0.7982346,0.721258,0.6364176,0.6898997,0.7680167,0.7396092,0.7669138,0.1068317,0.1448812,0.1507156,0.1531079,0.1754084,0.7403027,0.7674924,0.1749386,0.2203608,0.7711149,0.7834538,0.7528755,0.7577828,0.7104644,0.7560943,0.7495338,0.1481831,0.7632844,0.1585508,0.782569,0.6951122,0.7283506,0.15628,0.7836596,0.1727749,0.7526193,0.7657683,0.1003345,0.7432836,0.7440178,0.07469752,0.7665112,0.1056604,0.7310249,0.7405552,0.7573693,0.7730479,0.7492429,0.7213328,0.1918262,0.1753313,0.1733855,0.7657347,0.714772,0.7384849,0.7340165,0.7690421,0.7442262,0.7177408,0.1957694,0.1372801
cg14755254,0.02556756,0.04054054,0.0537022,0.6958188,0.0443283,0.02955473,0.04834069,0.6749691,0.02740689,0.0434677,0.5398813,0.06381381,0.03467437,0.6703827,0.7026786,0.05798106,0.05260521,0.05602637,0.7040901,0.02758428,0.7010322,0.018757,0.03233405,0.04898775,0.7229183,0.9143633,0.7119027,0.01616458,0.03554833,0.6905469,0.03849355,0.01796138,0.03479576,0.05082508,0.02291534,0.705481,0.665307,0.6985801,0.07899343,0.03477823,0.02878465,0.1530181,0.05394487,0.04779572,0.04024243,0.04158634,0.7172982,0.02356529,0.6944727,0.7392073,0.0354648,0.7015604,0.03716814,0.04563977,0.01050788,0.630957,0.961265,0.02724868,0.05207799,0.05131004,0.02874217,0.03764827,0.7060859,0.05705706,0.0137639,0.6957636,0.3832081,0.9089397,0.08176543,0.700675,0.03427541,0.1506909,0.04264815,0.03897575,0.01977012,0.7470519,0.06047662,0.5654582,0.08068725
cg14772068,0.6828483,0.7292247,0.1324853,0.09632,0.7495175,0.7720161,0.7730599,0.7362146,0.07559633,0.7281358,0.06141016,0.7454819,0.745347,0.7483816,0.7558234,0.6960279,0.741524,0.7056699,0.7292079,0.73346,0.75635,0.7383708,0.7182084,0.6784131,0.5822313,0.6910666,0.7467517,0.7241306,0.08600634,0.1014547,0.07044199,0.0603901,0.1148403,0.7469584,0.748541,0.1040793,0.07125562,0.7700375,0.7900405,0.6882303,0.6728538,0.7247696,0.7309203,0.7359501,0.06228893,0.780421,0.1167401,0.674964,0.7410243,0.7366508,0.1100641,0.7607735,0.100716,0.7642841,0.7797735,0.07393146,0.7793103,0.7462236,0.09181331,0.7359204,0.07060825,0.7790566,0.7286407,0.716193,0.6935096,0.7125347,0.707338,0.1062965,0.1322541,0.1529042,0.7725638,0.6967537,0.7012753,0.7119226,0.7369162,0.7130874,0.7206453,0.1330677,0.07629919
cg14780448,0.05604883,0.6743003,0.6939722,0.6856514,0.7326189,0.1107438,0.7255132,0.942699,0.9324986,0.6965027,0.7072753,0.9261789,0.0802644,0.9400362,0.9350117,0.0730897,0.9356117,0.05043587,0.9362934,0.7310845,0.9375439,0.7246963,0.7120563,0.6936513,0.9353998,0.7072437,0.9321789,0.9236504,0.7161252,0.7167801,0.7248359,0.7384506,0.6713891,0.9280212,0.9404368,0.100823,0.7365005,0.7502637,0.947301,0.7165468,0.942448,0.9357346,0.914727,0.7131066,0.7394062,0.9048802,0.7149168,0.6919959,0.6872361,0.9388972,0.9374215,0.05288462,0.7516822,0.1142029,0.7283565,0.9407942,0.9255847,0.6898323,0.6747573,0.9499678,0.933789,0.1,0.7414548,0.9188414,0.9343189,0.927643,0.7087011,0.9313511,0.9459311,0.7293912,0.7311644,0.9364908,0.9237032,0.6881328,0.9203802,0.9442149,0.6808404,0.7236294,0.6841335
