cpg,module,gene
cg15319576,turquoise,
cg15322624,darkturquoise,ITFG2
cg15322766,turquoise,POLR3A
cg15323936,blue,ACAP2
cg15325978,turquoise,ADAMTS15
cg15332604,turquoise,GSTO2
cg15333689,turquoise,SLU7
cg15335669,grey,
cg15336196,turquoise,SETBP1
cg15336243,turquoise,FAM171A1
cg15338884,grey,
cg15339605,turquoise,TFEC
cg15340644,turquoise,IER2
cg15344854,turquoise,SMARCAD1
cg15347004,turquoise,DHX35
cg15347434,grey,
cg15348430,grey,KDM2B
cg15348972,turquoise,CCND2
cg15351009,grey,LRRC14B
cg15355015,grey,SH2B2
cg15356461,blue,
cg15358855,blue,PRDM10
cg15361065,turquoise,WNT5A
cg15362194,turquoise,COX5B
cg15362557,blue,ASAP2
cg15363314,grey,
cg15364618,grey,LTB4R2
cg15367925,turquoise,INPP4A
cg15368769,turquoise,PQLC1
cg15371711,grey,MYL9
cg15375239,turquoise,SPINT2
cg15376949,turquoise,
cg15377887,grey,
cg15379354,grey,LGI2
cg15382497,turquoise,HCK
cg15383847,blue,NDUFV3
cg15386434,grey,MXRA8
cg15388570,turquoise,ADCK1
cg15388895,grey,ALDH16A1
cg15390741,blue,EPS15
cg15391105,turquoise,WDR60
cg15393004,turquoise,LIN37
cg15395193,brown,GNRHR2
cg15396434,blue,
cg15398841,grey,PF4
cg15399604,turquoise,UNG
cg15401252,black,
cg15402162,blue,USP54
cg15403660,blue,DYNC1H1
cg15406952,blue,
cg15411550,grey,WDR55
cg15413043,blue,
cg15416064,turquoise,
cg15417244,grey,PDZRN4
cg15418155,turquoise,VCP
cg15421606,turquoise,HTR7P
cg15421984,turquoise,RICTOR
cg15423357,grey,
cg15427886,grey,
cg15427941,turquoise,PSMA3
cg15432125,turquoise,HCCA2
cg15433604,turquoise,UPF1
cg15439819,turquoise,RBL1
cg15445111,turquoise,SPPL2A
cg15447775,turquoise,NEDD1
cg15448220,grey,SETDB1
cg15448571,blue,
cg15451413,turquoise,KIAA1543
cg15451585,darkorange,ENTPD5
cg15454820,grey,
cg15454857,turquoise,RPUSD2
cg15455772,blue,FUT10
cg15456925,turquoise,PLAG1
cg15458254,lightcyan,IGFL4
cg15458585,turquoise,
cg15458996,grey,
cg15462411,grey,
cg15463775,turquoise,MTF2
cg15465092,turquoise,MYC
cg15465743,grey,BRSK2
cg15466587,turquoise,MRPS14
cg15469871,grey,LOC387646
cg15470836,turquoise,
cg15473092,grey,
cg15473325,turquoise,FBRSL1
cg15473904,grey,MRPL41
cg15474378,grey,FAM111A
cg15475055,turquoise,CUL2
cg15478005,turquoise,ATP6V1A
cg15478817,grey,DDX18
cg15480336,blue,ISLR
cg15480830,turquoise,
cg15481636,turquoise,HIST3H2A
cg15481858,blue,TP53BP2
cg15482792,turquoise,HFM1
cg15485670,turquoise,VASP
cg15487992,grey,UBL5
cg15488978,grey,C10orf41
cg15490075,salmon,
cg15490944,turquoise,FAM160A1
cg15496005,turquoise,RDX
cg15501359,turquoise,KIAA0494
cg15503553,turquoise,TMEM41A
cg15503663,grey,SLC44A2
cg15505141,turquoise,KIAA0922
cg15506703,grey,
cg15506890,grey,
cg15509235,turquoise,
cg15518923,turquoise,PHTF2
cg15520443,turquoise,SLC18A2
cg15520606,grey,ZNF830
cg15523443,turquoise,POLR3A
cg15524173,turquoise,PLD3
cg15525503,turquoise,DFFB
cg15526081,turquoise,
cg15528091,turquoise,ARRDC2
cg15530351,grey,ANGPT2
cg15532640,grey,
cg15534020,turquoise,MRPL22
cg15534084,turquoise,ZNF649
cg15534212,turquoise,
cg15535114,blue,
cg15535896,grey,
cg15537000,turquoise,PSMA1
cg15537082,turquoise,MIR124-1
cg15539245,turquoise,OTUD4
cg15541040,grey,
cg15541987,grey,
cg15543167,turquoise,RAD21
cg15543875,turquoise,VCPIP1
cg15545624,turquoise,
cg15545871,turquoise,USPL1
cg15546353,turquoise,ATG16L1
cg15548295,grey,
cg15548588,turquoise,
cg15549670,blue,
cg15549821,grey,PLEKHA4
cg15551292,brown,SRP19
cg15553385,grey,GCC2
cg15553989,turquoise,
cg15555970,grey,TGIF1
cg15557168,grey,
cg15561235,turquoise,ING5
cg15561356,turquoise,ARFGAP1
cg15561583,turquoise,OTX1
cg15563952,turquoise,DHTKD1
cg15564240,turquoise,HTATIP2
cg15564428,darkgreen,FAM55C
cg15568074,grey,HLA-DRB1
cg15569224,turquoise,NEK3
cg15570656,violet,
cg15571277,turquoise,FLJ16779
cg15571730,turquoise,ZNF3
cg15572907,grey,SPTBN4
cg15576492,grey,
cg15576900,turquoise,RNF220
cg15577010,grey,NMUR1
cg15577451,blue,TAPT1
cg15578948,blue,NADK
cg15579148,turquoise,PON2
cg15579914,blue,RAB4A
cg15580304,blue,MIR941-3
cg15580309,grey,NSUN4
cg15580417,grey,KCNJ9
cg15580724,grey,FLJ32810
cg15580869,black,EEF1E1
cg15581365,turquoise,CTSC
cg15584792,blue,ZNF502
cg15585670,turquoise,E2F3
cg15586341,blue,ASCC1
cg15586945,turquoise,NAF1
cg15592184,blue,KRTAP4-2
cg15593426,blue,
cg15594905,turquoise,EYA3
cg15595755,grey,
cg15598511,turquoise,NSFL1C
cg15598650,blue,FGFR2
cg15599875,blue,
cg15600398,turquoise,SACM1L
cg15600835,turquoise,RPTOR
cg15600987,turquoise,CGN
cg15602215,blue,NCALD
cg15602631,blue,PLCL2
cg15602841,grey,C8orf38
cg15604693,turquoise,CC2D1B
cg15604891,turquoise,ATRIP
cg15605097,turquoise,DGAT2
cg15605918,turquoise,DOHH
cg15607103,turquoise,ELOVL5
cg15607449,turquoise,RPL13AP5
cg15608277,grey,KRT3
cg15609016,turquoise,DNPEP
cg15611164,blue,SLC15A4
cg15612392,turquoise,LOC552889
cg15613740,turquoise,C12orf66
cg15614628,turquoise,ANKRD17
cg15616898,turquoise,ZNF284
cg15616946,turquoise,GNAL
cg15617297,turquoise,ANXA11
cg15618797,turquoise,
cg15619966,brown,CLSTN1
cg15620207,turquoise,ANP32E
cg15620734,blue,LRRC27
cg15621546,blue,IL5RA
cg15622655,blue,
cg15623398,turquoise,COPA
cg15627145,blue,ANK3
cg15627502,turquoise,RPN2
cg15635302,grey,HDAC4
cg15635341,turquoise,NAA38
cg15641364,grey,TAGLN2
cg15642854,grey,
cg15643574,turquoise,PICALM
cg15643796,blue,KIF1B
cg15645660,grey,TTC22
cg15645986,turquoise,TBC1D19
cg15646123,blue,CDKAL1
cg15649774,turquoise,NFKBIL1
cg15650713,turquoise,
cg15652532,grey,LCLAT1
cg15652989,turquoise,SNTB2
cg15653282,turquoise,GNAL
cg15655935,grey,PLAC1L
cg15656901,turquoise,RTTN
cg15659132,turquoise,
cg15661389,turquoise,GAS7
cg15665081,blue,CASP4
cg15665833,turquoise,
cg15665968,turquoise,U2AF1
cg15670680,blue,QRICH2
cg15671450,grey,
cg15671705,turquoise,ALDH1A3
cg15672675,turquoise,CAP1
cg15672749,turquoise,MKS1
cg15674596,midnightblue,C15orf23
cg15676203,turquoise,KEAP1
cg15679052,blue,
cg15679747,blue,
cg15680975,turquoise,PANK2
cg15684329,blue,EXT1
cg15686216,blue,KCTD3
cg15686800,turquoise,FAM117A
cg15689154,turquoise,PIM1
cg15689991,turquoise,RASSF3
cg15690092,turquoise,PAFAH2
cg15690347,grey,SPIB
cg15690400,blue,TNFRSF8
cg15692032,turquoise,FUCA1
cg15693793,blue,
cg15694117,grey,DIRAS1
cg15694127,turquoise,GNAI3
cg15694180,grey,ADAM15
cg15695731,blue,HCG18
cg15695738,grey,
cg15698995,turquoise,NAT14
cg15699627,blue,
cg15703070,turquoise,CABC1
cg15705266,turquoise,AP2B1
cg15705469,turquoise,ZNF71
cg15705551,turquoise,PDIA6
cg15706568,grey,
cg15708001,turquoise,CBX5
cg15708153,grey,ZNF542
cg15708526,violet,
cg15709087,turquoise,CEBPA
cg15709401,grey,HSPC072
cg15710245,turquoise,BDNF
cg15711016,turquoise,CA8
cg15711037,turquoise,AKT1S1
cg15712577,blue,RIMBP2
cg15714846,grey,FZD5
cg15717656,grey,TTC31
cg15718833,turquoise,ATP8B3
cg15719606,midnightblue,RPL7
cg15720017,blue,CUL3
cg15720089,grey,CACNB2
cg15720343,turquoise,INTS9
cg15720975,darkolivegreen,DTYMK
cg15724773,lightyellow,ELOVL3
cg15727188,blue,PRDM16
cg15727583,grey,MFI2
cg15731669,turquoise,NEK3
cg15732164,blue,CDK6
cg15733456,blue,
cg15736220,blue,
cg15737123,grey,HLA-DPB2
cg15739543,turquoise,POLS
cg15742818,blue,KSR1
cg15742848,grey,
cg15743157,turquoise,XRCC5
cg15744108,blue,
cg15744359,pink,LRRC67
cg15744368,blue,TNRC6C
cg15745900,grey,PREX2
cg15747531,blue,CSTF1
cg15747733,blue,GLUD1
cg15749858,turquoise,MACC1
cg15750303,grey,NT5C1B
cg15752756,grey,HLA-DQB1
cg15755662,turquoise,TTYH3
cg15756319,grey,
cg15759889,turquoise,DDA1
cg15760474,blue,FOXP4
cg15764953,turquoise,LANCL1
cg15765251,grey,MED16
cg15766101,turquoise,CCDC61
cg15767191,blue,OR10G8
cg15768901,grey,LTBP4
cg15770702,turquoise,MAP3K14
cg15772797,grey,SETD8
cg15773090,green,YAF2
cg15774465,turquoise,KCNB2
cg15775457,turquoise,FZR1
cg15778012,turquoise,
cg15780870,blue,RIMBP2
cg15781316,turquoise,SHFM1
cg15782153,grey,C7orf20
cg15783848,blue,MAD1L1
cg15783935,turquoise,PACSIN1
cg15790073,turquoise,ARMC10
cg15790820,grey,ASCL2
cg15799072,turquoise,JARID2
cg15800530,grey,ZP3
cg15803765,turquoise,KLHL24
cg15803895,black,SNAP47
cg15805053,turquoise,C15orf27
cg15809230,turquoise,SIN3A
cg15809387,turquoise,NF2
cg15809806,blue,NRP1
cg15814736,grey,ATL3
cg15817224,blue,TXNDC16
cg15818066,blue,CRIM1
cg15819128,turquoise,LRRFIP1
cg15821716,turquoise,XKR9
cg15822049,blue,RPS6KA5
cg15823845,turquoise,ZFR2
cg15825116,turquoise,CCDC140
cg15825264,turquoise,ELP2P
cg15825321,grey,ARHGAP23
cg15827554,turquoise,EML4
cg15829088,grey,
cg15831653,turquoise,DNAJC1
cg15832094,darkgreen,SFRS8
cg15832574,blue,ALG6
cg15833099,grey,GPR39
cg15834072,grey,DCHS2
cg15836231,blue,
cg15836635,turquoise,MOS
cg15837280,grey,
cg15837308,grey,
cg15837832,red,PUS1
cg15837879,turquoise,PCGF2
cg15838173,grey,FUT11
cg15838914,turquoise,VAMP1
cg15839394,turquoise,NAP1L4
cg15841212,yellow,C18orf54
cg15841415,turquoise,SLC1A3
cg15844785,turquoise,SMUG1
cg15845071,grey,C11orf40
cg15847614,turquoise,FAM64A
cg15847845,grey,PLEC1
cg15848628,turquoise,MOSPD3
cg15848685,grey,VARS2
cg15855450,turquoise,HIST1H4C
cg15856832,darkorange,QRICH1
cg15858239,grey,NKAIN3
cg15859008,blue,
cg15859850,turquoise,BLOC1S2
cg15862215,turquoise,OTX1
cg15863374,blue,POLR3F
cg15864601,grey,C17orf97
cg15869475,turquoise,CAPZA2
cg15870379,blue,FER
cg15871215,grey,ATG10
cg15871229,turquoise,CCDC109A
cg15871371,blue,FOXP1
cg15871749,turquoise,HES1
cg15873123,blue,DPPA3
cg15874048,blue,C14orf28
cg15875068,grey,RFESD
cg15877831,blue,SCAPER
cg15881990,turquoise,PRPF18
cg15882155,blue,NFRKB
cg15884355,blue,ZFAND3
cg15885628,turquoise,OCA2
cg15886004,turquoise,MGAT1
cg15889230,blue,LOC388955
cg15889838,brown,
cg15890274,brown,SNX32
cg15891645,red,
cg15893431,turquoise,OLIG1
cg15896098,grey,MMACHC
cg15896259,turquoise,ENTPD4
cg15896447,grey,MDP1
cg15896487,grey,TADA1
cg15899474,turquoise,HAT1
cg15901997,grey,MEX3C
cg15903658,blue,RGS7
cg15903955,blue,C8orf45
cg15904821,darkmagenta,RASA2
cg15906799,turquoise,ZBTB3
cg15909132,grey,FAM171A2
cg15910323,turquoise,SLC15A4
cg15911114,grey,FST
cg15911239,turquoise,SF3B14
cg15911409,blue,CXCR7
cg15911567,turquoise,
cg15911859,grey,RIBC2
cg15922174,grey,CRB2
cg15922553,blue,PACRG
cg15923025,turquoise,EIF4EBP3
cg15924868,grey,C11orf21
cg15925179,turquoise,UBXN7
cg15925527,blue,WDR8
cg15926317,turquoise,NHP2
cg15926342,turquoise,SH3PXD2B
cg15927720,grey,SLIT3
cg15928016,blue,MARCH5
cg15928377,turquoise,
cg15928534,turquoise,CYP46A1
cg15929573,turquoise,TUBA1C
cg15930922,turquoise,SLC5A3
cg15931921,grey,DLL1
cg15933195,turquoise,LRRC27
cg15934415,turquoise,DENND2C
cg15934634,blue,
cg15934776,blue,AFF3
cg15938529,blue,DLGAP2
cg15939466,turquoise,VTI1A
cg15944457,turquoise,WRN
cg15945129,turquoise,C7orf58
cg15946251,turquoise,KCNJ5
cg15947096,turquoise,ELMO1
cg15948059,blue,
cg15951545,blue,LATS2
cg15951897,blue,ZCCHC4
cg15954353,grey,LOC728392
cg15954711,turquoise,HMGN3
cg15955522,blue,KCTD16
cg15959986,turquoise,ACIN1
cg15961842,turquoise,DNAH6
cg15964717,blue,
cg15967501,grey,SEC1
cg15969227,grey,
cg15970035,cyan,GSK3B
cg15970375,turquoise,ZBTB44
cg15971518,grey,PRG2
cg15972264,blue,NEDD9
cg15974196,tan,CTNND2
cg15974272,turquoise,KCNQ1
cg15974673,grey,EVI5L
cg15975750,grey,
cg15977137,grey,WRB
cg15977798,blue,ZNF536
cg15979150,turquoise,FAM164C
cg15979172,grey,AKAP8
cg15979348,blue,
cg15982117,grey,HLA-DRB1
cg15984406,grey,
cg15988263,turquoise,IPO13
cg15988970,grey,DNAJC15
cg15990223,blue,ELMO1
cg15992535,pink,NRG2
cg15993027,grey,HECW1
cg15994321,turquoise,ATF6
cg15996282,grey,LMBRD2
cg15996480,turquoise,
cg15996499,turquoise,LOC100130691
cg15997020,blue,TRAPPC9
cg16000888,turquoise,RASSF7
cg16002305,turquoise,
cg16002322,turquoise,USP48
cg16002864,turquoise,BCL9
cg16004501,grey,
cg16004911,turquoise,FRYL
cg16005540,turquoise,
cg16005559,grey,
cg16006004,grey,BRCA1
cg16006841,grey,RGS14
cg16008148,grey,
cg16008931,turquoise,TPD52
cg16012388,blue,BICC1
cg16013485,grey,PRICKLE4
cg16014773,turquoise,TNRC18
cg16016176,brown,ADPRH
cg16016583,blue,PTPRN2
cg16016616,turquoise,INTS7
cg16017089,grey,ARHGEF17
cg16017144,grey,HRNBP3
cg16017889,grey,
cg16020210,blue,
cg16022553,blue,UBE2K
cg16022748,turquoise,LOC285456
cg16023551,turquoise,FAM134B
cg16026103,blue,MYBPC1
cg16026114,turquoise,
cg16026212,blue,
cg16026549,blue,TAP2
cg16027622,turquoise,MED17
cg16028117,grey,ATG7
cg16032108,grey,
cg16033376,turquoise,PRR24
cg16034541,grey,MUC4
cg16037021,midnightblue,RIC8B
cg16037569,blue,PIK3CD
cg16040564,blue,
cg16040763,grey,PITPNC1
cg16041611,grey,SRF
cg16044925,turquoise,ZMPSTE24
cg16045498,blue,NOTCH2
cg16047223,grey,TNK2
cg16047970,turquoise,KIAA0907
cg16048517,grey,CTNND2
cg16049349,turquoise,C12orf29
cg16050468,grey,
cg16054451,turquoise,SPOP
cg16055035,turquoise,GFOD1
cg16056465,turquoise,IMMP2L
cg16057201,turquoise,MRFAP1
cg16058430,blue,C1orf201
cg16058797,grey,
cg16059256,blue,HLCS
cg16059541,turquoise,HADHA
cg16060486,turquoise,CYP1B1
cg16063617,grey,ISOC1
cg16066641,grey,SLC5A6
cg16070018,turquoise,HIST1H3E
cg16073349,turquoise,CAMK2B
cg16075775,blue,SAMD4A
cg16077741,yellow,POLR2B
cg16078521,grey,ZSWIM5
cg16080552,grey,TACSTD2
cg16081992,blue,SON
cg16082503,blue,TRIM6-TRIM34
cg16082695,blue,LOC100128239
cg16083044,grey,
cg16083168,blue,UVRAG
cg16086579,blue,EP400
cg16088107,turquoise,FBRSL1
cg16088539,grey,
cg16091055,blue,
cg16091553,grey,GABRG1
cg16091766,blue,WDSUB1
cg16094925,grey,TROVE2
cg16095440,grey,
cg16095542,turquoise,ADAM15
cg16100555,turquoise,COQ6
cg16100845,blue,
cg16101278,grey,LY86
cg16101574,grey,
cg16102016,turquoise,C17orf44
cg16102102,grey,HAPLN1
cg16103098,blue,DLK1
cg16104915,turquoise,HOXA9
cg16106427,grey,STK32C
cg16107553,turquoise,PPP2R5E
cg16109817,turquoise,FLJ37453
cg16112050,grey,ENOSF1
cg16112226,blue,KIRREL3
cg16113156,grey,
cg16115627,grey,DPP6
cg16117781,turquoise,TNFRSF9
cg16119852,turquoise,FAF1
cg16120422,grey,CCDC42B
cg16120501,blue,LAMA2
cg16123319,turquoise,DTWD1
cg16124546,turquoise,ECD
cg16124719,turquoise,PHACTR3
cg16125762,grey,STX6
cg16127514,grey,
cg16127683,grey,EIF2AK4
cg16138161,turquoise,
cg16139664,turquoise,RPL24
cg16142698,turquoise,DNAJC13
cg16142906,blue,RFPL3
cg16143502,grey,DDX43
cg16145857,blue,
cg16147221,brown,SLC2A9
cg16149437,blue,SOS1
cg16149857,turquoise,TADA1
cg16154810,grey,CERK
cg16156662,blue,TM9SF3
cg16163558,blue,HTR4
cg16164092,turquoise,HSPA1L
cg16164276,turquoise,SLC6A1
cg16167782,blue,TSHZ1
cg16168624,turquoise,ERICH1
cg16172923,grey,MAD1L1
cg16173736,turquoise,RERG
cg16174301,turquoise,CSDE1
cg16175124,blue,LYST
cg16178289,grey,
cg16179938,purple,NFATC1
cg16180217,turquoise,DCBLD2
cg16187659,green,IFITM2
cg16188349,blue,PTPRG
cg16188714,blue,
cg16196758,turquoise,SKA1
cg16199098,turquoise,TXN2
cg16201963,turquoise,BDNFOS
cg16202187,turquoise,HAUS8
cg16202736,turquoise,C14orf119
cg16203711,grey,MYNN
cg16205846,blue,CPS1
cg16207673,turquoise,ASCL4
cg16208084,grey,HSPB9
cg16208106,tan,
cg16209630,turquoise,ZNHIT2
cg16212053,blue,
cg16212881,grey60,DHX16
cg16214492,grey,TMC8
cg16216148,turquoise,ELP2P
cg16218377,turquoise,CAPRIN1
cg16221651,blue,ISPD
cg16222062,blue,
cg16222491,blue,
cg16229364,turquoise,DHX30
cg16232702,turquoise,DDHD2
cg16236270,blue,MCM7
cg16238350,blue,ZIM3
cg16238819,turquoise,CASZ1
cg16240751,blue,
cg16242080,blue,FAM171B
cg16242106,turquoise,UBE2Q2
cg16245495,blue,
cg16247323,grey,HACL1
cg16248329,grey,FAT1
cg16250754,turquoise,CARD6
cg16252685,turquoise,C22orf32
cg16253809,turquoise,ARID5B
cg16254375,blue,
cg16257254,turquoise,ARL5A
cg16257375,blue,SARS
cg16258062,blue,
cg16261091,blue,C17orf101
cg16263661,grey,
cg16264079,turquoise,ZNF618
cg16268315,blue,
cg16269776,blue,
cg16271453,blue,XRN1
cg16271912,turquoise,RAD17
cg16272786,magenta,GUK1
cg16273215,grey,EFNA1
cg16273546,grey,
cg16274205,grey,
cg16275960,turquoise,CPSF6
cg16276424,turquoise,NAV2
cg16277922,blue,ASAP1
cg16278512,grey,VWDE
cg16279940,turquoise,DZIP3
cg16280705,turquoise,TSLP
cg16284459,turquoise,MTERF
cg16285380,pink,
cg16285780,blue,UBXN8
cg16286275,turquoise,ANLN
cg16287042,grey,
cg16288318,grey,
cg16289751,blue,ZNF518A
cg16293631,turquoise,IKZF3
cg16293892,grey,
cg16294570,turquoise,FGF20
cg16298867,grey,
cg16301894,grey,
cg16302458,grey,SAPS3
cg16303686,turquoise,DNAJC13
cg16306148,turquoise,YBX1
cg16308533,grey,CNTNAP1
cg16308672,blue,
cg16308694,turquoise,ARG2
cg16310579,blue,
cg16310717,turquoise,CCND2
cg16312002,grey,
cg16313278,turquoise,TTLL9
cg16315238,turquoise,CNOT8
cg16315992,blue,DDX5
cg16316162,grey,NAPRT1
cg16316472,grey,CCNI
cg16317730,turquoise,ABCF1
cg16322792,grey,ZNF697
cg16324579,turquoise,LIN54
cg16325326,turquoise,ZYG11B
cg16325826,blue,MCF2L
cg16328106,turquoise,C2orf74
cg16329650,turquoise,ERBB4
cg16331972,blue,PIK3R5
cg16333971,turquoise,UBL3
cg16338365,grey,
cg16339238,grey,THBD
cg16341495,blue,SLC45A4
cg16345366,grey,
cg16347018,turquoise,ATP5E
cg16348242,grey,GHITM
cg16351881,turquoise,NDUFB10
cg16354345,blue,
cg16357382,blue,
cg16358155,grey,MUC4
cg16358215,blue,SHANK2
cg16361266,blue,
cg16362005,blue,SGMS2
cg16362014,blue,DTWD2
cg16370685,turquoise,SETDB1
cg16370716,turquoise,USP21
cg16371341,grey,GPBP1
cg16372632,grey,CES4
cg16373817,grey,PALLD
cg16374953,turquoise,USPL1
cg16379671,grey,
cg16381753,blue,
cg16382382,turquoise,TGFBR3
cg16382778,turquoise,S100A11
cg16385941,blue,MAFK
cg16386425,blue,DIP2C
cg16387046,grey,MUCL1
cg16388791,turquoise,ADAT2
cg16389285,turquoise,ATP10A
cg16390139,turquoise,C6orf150
cg16393012,turquoise,ARHGDIB
cg16395953,turquoise,IFIT1
cg16398094,turquoise,PTCD3
cg16398128,turquoise,ZNF622
cg16399136,grey,
cg16399182,turquoise,COQ3
cg16399312,turquoise,PPME1
cg16399632,grey,CTBP1
cg16400350,blue,
cg16400434,turquoise,PPME1
cg16400798,blue,EGFLAM
cg16401346,turquoise,MEX3C
cg16401890,blue,HS2ST1
cg16406611,grey,IFITM5
cg16406658,turquoise,WASF2
cg16407139,blue,ATOH7
cg16409651,green,LITAF
cg16411979,grey,TTF2
cg16414030,grey,
cg16414945,turquoise,DUSP12
cg16415931,lightyellow,ZBED5
cg16417563,turquoise,GABARAPL1
cg16418163,turquoise,ACPL2
cg16418810,turquoise,EVC
cg16419620,turquoise,HDAC7
cg16420520,blue,NT5DC1
cg16420636,turquoise,RALGAPA2
cg16423461,turquoise,XKR9
cg16423650,turquoise,DNMBP
cg16423812,turquoise,SETMAR
cg16424178,turquoise,
cg16425060,lightcyan,NAA16
cg16430572,turquoise,SAMHD1
cg16430955,blue,FAM177A1
cg16431433,blue,GLIS2
cg16431720,grey,HLA-DQA1
cg16433800,turquoise,PDK1
cg16433844,blue,SMEK1
cg16434002,royalblue,HDAC5
cg16435561,turquoise,RFX8
cg16435808,turquoise,TIA1
cg16435820,turquoise,WDR46
cg16436509,grey,COX6A1
cg16437009,turquoise,SLIT1
cg16438291,turquoise,OVCA2
cg16438358,turquoise,TCERG1
cg16438432,black,HNRNPD
cg16440058,grey,ASIP
cg16440561,grey,SPEG
cg16441347,blue,FIG4
cg16441590,blue,SLC25A21
cg16442452,blue,
cg16443455,turquoise,TTC18
cg16443926,grey,TMEM184A
cg16444198,turquoise,HLTF
cg16445007,blue,DNAH7
cg16447589,turquoise,IGFBP3
cg16447680,turquoise,KIAA0748
cg16448525,turquoise,FLJ42709
cg16448620,turquoise,C2orf89
cg16448960,turquoise,SON
cg16449687,grey,LOC441666
cg16449840,turquoise,COPZ1
cg16452361,red,C15orf27
cg16452840,darkgrey,OSBP
cg16453901,blue,
cg16454495,grey,
cg16456371,blue,USP49
cg16459519,grey,SYT15
cg16460466,turquoise,ANP32A
cg16465768,turquoise,R3HDM1
cg16468187,turquoise,C16orf5
cg16468843,grey,ATP2B2
cg16468949,brown,CCDC12
cg16469099,grey,TRIM68
cg16469894,blue,ATP8B4
cg16472965,turquoise,SEMA4F
cg16473166,turquoise,SELO
cg16473610,turquoise,CBFB
cg16474170,grey,PTPRM
cg16474696,grey,MRI1
cg16475925,turquoise,SPG7
cg16478012,turquoise,FBXO31
cg16479341,turquoise,FBXO15
cg16479401,turquoise,COPS4
cg16480803,blue,AMPH
cg16484943,turquoise,PLA2G16
cg16485558,grey,RNF180
cg16485682,grey,GATA6
cg16488304,salmon,SEMA6C
cg16489826,turquoise,TCP1
cg16491046,turquoise,ZNF496
cg16491233,blue,PTPN2
cg16491319,grey,MYOM2
cg16493531,turquoise,FLOT1
cg16495873,blue,ZFHX4
cg16496269,grey,
cg16496750,turquoise,KIAA1033
cg16497583,darkturquoise,ZNF252
cg16500101,turquoise,
cg16500454,turquoise,TAF5
cg16501237,grey,FRAT1
cg16502595,turquoise,POU6F2
cg16502865,turquoise,
cg16502980,grey,NEDD4L
cg16506172,turquoise,L2HGDH
cg16506290,blue,STAU2
cg16506815,grey,
cg16510485,lightyellow,EPB41L4A
cg16512163,grey,RASA3
cg16513459,grey,KCNAB3
cg16513933,blue,ANKRD46
cg16514085,grey,HLA-DRB1
cg16516959,turquoise,
cg16518686,turquoise,FAM98A
cg16519192,grey,
cg16519495,blue,ENAH
cg16521978,pink,
cg16524570,blue,
cg16524733,grey,TAGLN
cg16524762,purple,RLF
cg16524830,turquoise,C1orf103
cg16528597,grey,PDE4DIP
cg16530177,grey,F13A1
cg16530595,grey,
cg16530787,blue,MAML2
cg16530959,turquoise,GDF6
cg16533245,blue,C17orf48
cg16533314,blue,DNAJA3
cg16534505,darkred,CAMTA2
cg16536857,blue,KIAA0753
cg16540036,steelblue,TMCO6
cg16540238,blue,
cg16542283,turquoise,THAP6
cg16545496,turquoise,HSD11B2
cg16546016,turquoise,C4orf31
cg16549389,turquoise,SCNN1B
cg16550453,grey,TDRD1
cg16551049,turquoise,CCNH
cg16552884,blue,WWC2
cg16553272,grey,SLC44A4
cg16554933,turquoise,Magmas
cg16556111,turquoise,NR2F1
cg16556892,turquoise,ZNF276
cg16557370,grey,
cg16558319,turquoise,NEDD1
cg16558692,blue,PTPRN2
cg16558822,blue,
cg16559708,turquoise,CAMTA1
cg16560309,grey,ERBB2IP
cg16560389,blue,
cg16560774,grey,BAHCC1
cg16561657,grey,
cg16565154,turquoise,TNFAIP8L2
cg16565382,blue,
cg16566165,turquoise,TGM2
cg16570129,blue,RUFY1
cg16571642,grey,PTPRN2
cg16572410,blue,LTBP1
cg16572876,grey,
cg16574285,turquoise,CREG2
cg16574934,blue,PLCG2
cg16575379,turquoise,C14orf133
cg16577593,blue,LRRTM2
cg16579555,grey,RNF135
cg16580728,blue,TMEM74
cg16580982,grey,
cg16581738,blue,PRKAR1B
cg16582062,turquoise,MLST8
cg16582118,grey,
cg16582156,turquoise,GNAI3
cg16584342,turquoise,
cg16585827,turquoise,LRP2
cg16587158,turquoise,EIF2B2
cg16587623,turquoise,KIAA0494
cg16592709,blue,ARHGEF10
cg16593333,grey,
cg16594139,grey,PLEKHA4
cg16595261,grey,
cg16599266,turquoise,C1orf93
cg16602147,turquoise,GAB1
cg16602316,grey,
cg16605590,turquoise,MKI67IP
cg16605745,turquoise,RPAP3
cg16605982,turquoise,
cg16611967,grey,
cg16613143,grey,METT10D
cg16616957,blue,EYS
cg16621691,turquoise,PRR16
cg16624692,turquoise,SNX32
cg16625916,blue,CTNNA2
cg16626067,turquoise,CMTM2
cg16628119,midnightblue,ITPK1
cg16628372,turquoise,
cg16628484,turquoise,LOC153684
cg16632644,blue,KBTBD2
cg16633951,grey,LOC84856
cg16634245,blue,KIF5C
cg16634372,blue,FNDC3B
cg16638571,turquoise,TPD52
cg16638945,blue,
cg16643261,blue,KATNAL2
cg16644764,turquoise,IGSF3
cg16645584,green,JUN
cg16648265,blue,USP49
cg16648952,blue,PRDM1
cg16650529,turquoise,
cg16652741,grey,CDK5R2
cg16653991,grey,FGFR2
cg16655383,turquoise,INTS6
cg16655724,grey,YTHDC1
cg16656864,green,TAOK1
cg16658412,grey,MAD1L1
cg16658931,grey,SHANK1
cg16659480,turquoise,CYB5B
cg16659561,blue,SGMS1
cg16659808,blue,
