cpg,module,gene
cg14845385,turquoise,MRPL55
cg14845962,grey,AGAP2
cg14848666,blue,RNF111
cg14848772,turquoise,HIST1H2AG
cg14848783,grey,FAT3
cg14852134,grey,
cg14854287,brown,AHRR
cg14856563,grey,
cg14856734,turquoise,C18orf22
cg14858951,blue,NR1D1
cg14859324,grey,GABRB3
cg14859749,turquoise,SF3A1
cg14859874,grey,UBAP2L
cg14860219,blue,GABPB2
cg14862207,turquoise,SRCIN1
cg14863074,turquoise,
cg14866567,grey,
cg14868663,blue,C14orf133
cg14869527,grey,CCHCR1
cg14870128,grey,VPS26A
cg14871628,turquoise,MAST3
cg14873545,turquoise,STAMBPL1
cg14874351,grey,LIN7A
cg14875131,turquoise,SDCCAG10
cg14881098,yellow,RIC8B
cg14881459,turquoise,PTBP1
cg14882265,grey60,HOXA5
cg14882966,grey,
cg14884256,grey,RASSF1
cg14888255,grey,TRANK1
cg14888846,turquoise,MIR423
cg14893161,grey,PM20D1
cg14893889,blue,GUCY2D
cg14895646,grey,MED25
cg14895945,grey,
cg14897765,grey,SIGIRR
cg14897838,grey,
cg14898116,turquoise,VIM
cg14898306,grey,TECR
cg14899731,grey,
cg14900773,brown,B3GNTL1
cg14902107,salmon,
cg14902146,blue,MESP1
cg14902204,grey,
cg14906510,grey,
cg14906905,turquoise,ZNF784
cg14908245,turquoise,
cg14909329,grey,STK32C
cg14911689,grey,NINJ2
cg14912375,turquoise,
cg14913512,grey,CDYL
cg14914220,turquoise,ZNF536
cg14914809,grey,GAD1
cg14915263,turquoise,PTPN1
cg14915749,turquoise,MUS81
cg14916095,grey,FRMD6
cg14917700,turquoise,SHQ1
cg14919823,blue,TMEM43
cg14920808,grey,
cg14921437,grey,NECAB3
cg14921691,grey,DGKA
cg14923640,grey,NXPH2
cg14924826,turquoise,NCRNA00081
cg14926196,grey,MDGA1
cg14927745,grey,
cg14927855,grey,
cg14934141,grey,NCAPD3
cg14937059,grey,SGCE
cg14937784,turquoise,MAP4
cg14938514,turquoise,TM2D2
cg14939300,grey,SLC25A35
cg14939821,grey,DOCK1
cg14940449,turquoise,HGS
cg14942793,brown,DPY19L3
cg14942863,grey,
cg14943877,yellow,DUSP5
cg14944578,turquoise,PIK3R2
cg14947218,grey,BRCA1
cg14947429,turquoise,MKX
cg14952089,turquoise,MARCH3
cg14952889,turquoise,EIF3G
cg14953804,grey,DIP2B
cg14954143,turquoise,
cg14955300,turquoise,NOTUM
cg14955495,turquoise,CASKIN2
cg14955916,grey,DIP2C
cg14957639,turquoise,ACAD9
cg14957748,grey,PIK3R2
cg14959291,grey,EPHA6
cg14962032,turquoise,CASP8
cg14962509,grey,TFAP2E
cg14963812,grey,CAPN7
cg14964336,grey,
cg14965477,green,UBR4
cg14968361,grey,MOBP
cg14969981,grey,TMCC2
cg14970029,purple,ZNF221
cg14970046,grey,IRX4
cg14970096,turquoise,TMCO1
cg14970386,grey,SFRS8
cg14970695,grey,LOC387647
cg14971810,turquoise,LAPTM4A
cg14972141,grey,
cg14972792,grey,C17orf71
cg14972843,blue,HLA-C
cg14976442,turquoise,SH3BP5L
cg14980177,turquoise,SHH
cg14980563,grey,
cg14982203,turquoise,FOXN3
cg14982472,turquoise,ABCG1
cg14983838,grey,
cg14986359,blue,MZF1
cg14986699,turquoise,KIF5C
cg14988347,magenta,SF1
cg14988565,turquoise,ROMO1
cg14992035,grey,
cg14992154,turquoise,PACRGL
cg14992181,grey,SCFD2
cg14993123,lightcyan,VAMP3
cg14994919,turquoise,RNF25
cg14995055,grey,PCDHA6
cg14995433,grey,VAT1
cg14998086,grey,TNS3
cg14998713,black,ETS1
cg14998926,grey,
cg15000998,turquoise,USP15
cg15001673,turquoise,RBM33
cg15002372,turquoise,CCDC9
cg15003763,grey,TMEFF2
cg15007325,blue,SLC25A28
cg15007959,grey,SPIB
cg15007983,grey,C19orf60
cg15008743,grey,ZNF83
cg15011837,grey,C10orf110
cg15012981,blue,MAD2L2
cg15013257,grey,MAD1L1
cg15013768,turquoise,COMMD1
cg15014361,grey,HLA-DQA1
cg15017067,grey,FAM184B
cg15019001,grey,HLA-DPB2
cg15021585,turquoise,CRYL1
cg15023571,turquoise,STK17B
cg15025200,grey,
cg15025532,grey,RPL9
cg15025769,turquoise,MYO9A
cg15027115,grey,
cg15027433,grey,ADSS
cg15028160,grey,PPFIA3
cg15030294,turquoise,CCRN4L
cg15032638,turquoise,NCOA4
cg15035350,turquoise,SEMA3A
cg15037110,turquoise,NCOA5
cg15037334,grey,USP47
cg15038512,turquoise,PHF10
cg15038672,grey,
cg15041044,grey,FAM126A
cg15043711,turquoise,HSPA1B
cg15047610,turquoise,
cg15050390,grey,DIXDC1
cg15052665,grey,
cg15053253,grey,
cg15054274,grey,
cg15056119,turquoise,CBLL1
cg15056638,grey,ILKAP
cg15056687,turquoise,XRCC1
cg15058956,grey,
cg15059639,grey,MYO3B
cg15062310,blue,SLC12A9
cg15064916,turquoise,ITM2B
cg15065069,yellow,ZBTB7B
cg15066197,grey,GABRB3
cg15066577,grey,PPP2R5A
cg15067806,grey,
cg15068050,turquoise,GFI1
cg15070894,grey,HCG4P6
cg15073248,grey,ARMC10
cg15074709,grey,
cg15074789,brown,EPHA2
cg15076659,turquoise,SLC9A1
cg15077343,turquoise,MIR548G
cg15077769,grey,
cg15080098,turquoise,NUDT6
cg15080701,turquoise,GDAP2
cg15081882,grey,BAT2
cg15082166,grey,ZNF608
cg15082635,blue,GNB2L1
cg15082645,turquoise,UNC119B
cg15082992,grey,
cg15083255,grey,TMEM104
cg15085322,turquoise,LSM3
cg15088892,turquoise,FAM60A
cg15091879,turquoise,ZBTB20
cg15093003,blue,ATE1
cg15093775,turquoise,TMED5
cg15096327,grey,SEPT9
cg15102770,turquoise,ADAMTS3
cg15103675,turquoise,UAP1
cg15104526,grey,INSL3
cg15104702,turquoise,PRKAR2B
cg15105011,grey,TMEM175
cg15107349,grey,SNRNP27
cg15108060,grey,RB1
cg15110300,turquoise,CCM2
cg15111469,grey,LOX
cg15115510,blue,EIF6
cg15116481,grey,KLK15
cg15117891,grey,
cg15118824,grey,HLA-E
cg15119650,turquoise,HS3ST3B1
cg15122439,grey,
cg15123187,grey,
cg15123824,blue,ELMOD3
cg15124547,grey,RNF13
cg15126544,turquoise,GAD1
cg15127656,grey,ABCC5
cg15128275,grey,SLC9A10
cg15128470,blue,LIAS
cg15129307,pink,KCNC3
cg15131722,turquoise,PREPL
cg15131808,turquoise,
cg15132673,grey,DLL3
cg15134787,grey,
cg15135762,turquoise,
cg15138249,lightcyan,
cg15138712,grey,CACHD1
cg15141467,purple,EFNA4
cg15145174,grey,POLS
cg15145296,grey,
cg15146189,grey,HIPK3
cg15146462,grey,
cg15146556,blue,RBM6
cg15146906,turquoise,SRBD1
cg15149725,turquoise,CCDC64
cg15150836,grey,
cg15153412,grey,SNTB1
cg15158376,grey,ENOSF1
cg15159995,turquoise,MYO5C
cg15160780,grey,TANC1
cg15160843,turquoise,EFNA5
cg15164782,grey,COL8A1
cg15164958,turquoise,VSTM2A
cg15166039,grey,
cg15167008,turquoise,CCDC3
cg15169943,grey,NCOA2
cg15172529,grey,FAM26F
cg15173196,turquoise,UBE2T
cg15181598,grey,
cg15182635,grey,C10orf41
cg15187550,turquoise,FLJ45983
cg15189015,turquoise,RAB37
cg15190077,turquoise,TNKS2
cg15190792,turquoise,
cg15192986,grey,CPB2
cg15196197,grey,TNXB
cg15196314,turquoise,CTU1
cg15198739,grey,TFIP11
cg15199754,blue,LOC388796
cg15201110,blue,AHCYL1
cg15201175,grey,SEMA6A
cg15202848,grey,
cg15203566,grey,
cg15205435,grey,CHD5
cg15205559,grey,
cg15205636,grey,
cg15205733,turquoise,
cg15207885,grey,BAZ1B
cg15211499,turquoise,CAMTA1
cg15212418,grey,RPH3AL
cg15212455,grey,POU6F2
cg15213399,grey,LPP
cg15214567,grey,U2AF1
cg15215114,turquoise,C17orf61
cg15215612,grey,
cg15216636,turquoise,TRIP10
cg15216899,grey,PLD1
cg15219506,turquoise,PLA2G16
cg15223831,grey,
cg15224432,grey,IGFL3
cg15225701,turquoise,FER
cg15226275,grey,FRK
cg15231205,grey,
cg15232427,grey,CHMP1B
cg15233292,blue,YWHAH
cg15234627,grey,STARD13
cg15235172,turquoise,PTGES3
cg15236460,turquoise,UCRC
cg15245556,grey,
cg15246131,grey,STK32C
cg15246232,purple,RPIA
cg15247372,turquoise,TMEM199
cg15248135,green,ZNF581
cg15248353,turquoise,DYRK1A
cg15249106,turquoise,PHF12
cg15249446,turquoise,
cg15251374,turquoise,MYST3
cg15253473,turquoise,LOC285456
cg15254640,grey,GSTT1
cg15254671,grey,MYO1F
cg15255946,grey,HLA-DQB2
cg15256164,turquoise,CDCA7
cg15256539,turquoise,BCKDHB
cg15258447,turquoise,
cg15260466,turquoise,FKBP4
cg15261085,turquoise,MAP4K2
cg15261861,yellow,
cg15262242,yellow,PHOSPHO1
cg15262505,grey,
cg15262954,grey,PRIC285
cg15265085,grey,TNXB
cg15265675,turquoise,TBC1D20
cg15266307,grey,AGPHD1
cg15267010,turquoise,TOX2
cg15267545,turquoise,VPS37C
cg15268191,turquoise,
cg15268803,turquoise,C14orf73
cg15269548,turquoise,ACOX1
cg15269751,turquoise,BMF
cg15274001,blue,RPS21
cg15274983,turquoise,C20orf117
cg15275019,turquoise,THAP2
cg15275697,grey,ASAP1
cg15278646,turquoise,OCA2
cg15282018,turquoise,INPP4B
cg15283062,turquoise,SCARB1
cg15286784,blue,C20orf199
cg15288179,turquoise,SUB1
cg15289316,grey,FAM174B
cg15291304,turquoise,PHF5A
cg15293611,turquoise,
cg15295332,turquoise,SLC48A1
cg15296664,grey,
cg15298323,grey,ACAT2
cg15299463,turquoise,TEAD2
cg15304692,turquoise,REPIN1
cg15308050,grey,
cg15309418,blue,UCRC
cg15313617,turquoise,MAK16
cg15313990,grey,
cg15316458,turquoise,RPL36AL
cg15318396,blue,
cg15319457,grey,HES6
cg15320455,turquoise,LDB1
cg15322624,grey,ITFG2
cg15322766,grey,POLR3A
cg15323936,grey,ACAP2
cg15325978,turquoise,ADAMTS15
cg15332604,turquoise,GSTO2
cg15333689,turquoise,SLU7
cg15335669,grey,
cg15336243,grey,FAM171A1
cg15338884,grey,
cg15339605,turquoise,TFEC
cg15340644,turquoise,IER2
cg15344854,turquoise,SMARCAD1
cg15347434,grey,
cg15348430,grey,KDM2B
cg15348972,turquoise,CCND2
cg15351009,grey,LRRC14B
cg15355859,blue,ODZ4
cg15356461,brown,
cg15357075,turquoise,
cg15361065,turquoise,WNT5A
cg15362194,turquoise,COX5B
cg15363314,grey,
cg15364618,grey,LTB4R2
cg15367106,grey,NTN4
cg15368769,turquoise,PQLC1
cg15369144,turquoise,
cg15371711,grey,MYL9
cg15375239,grey,SPINT2
cg15376949,turquoise,
cg15377887,grey,
cg15378786,grey,PLEKHA7
cg15379354,grey,LGI2
cg15382497,turquoise,HCK
cg15386434,grey,MXRA8
cg15387943,turquoise,MRPS36
cg15388462,blue,MAD2L1BP
cg15388570,turquoise,ADCK1
cg15388895,blue,ALDH16A1
cg15389068,grey,PCDHB2
cg15391105,turquoise,WDR60
cg15391601,turquoise,FFAR3
cg15391834,grey,GNAS
cg15393004,turquoise,LIN37
cg15396434,grey,
cg15399604,turquoise,UNG
cg15403660,grey,DYNC1H1
cg15404665,grey,DPP9
cg15406952,grey,
cg15411550,turquoise,WDR55
cg15413043,grey,
cg15417244,grey,PDZRN4
cg15418155,turquoise,VCP
cg15419294,grey,NLRP5
cg15421984,grey,RICTOR
cg15423357,grey,
cg15423407,blue,DNAJC14
cg15425530,blue,METT10D
cg15425811,grey,C22orf27
cg15427886,grey,
cg15432125,turquoise,HCCA2
cg15434296,turquoise,ANKRD29
cg15439819,turquoise,RBL1
cg15440402,grey,KTN1
cg15442990,turquoise,
cg15445037,grey,CDH4
cg15447512,grey,AMPD2
cg15447775,turquoise,NEDD1
cg15448144,turquoise,OTUD6B
cg15448220,grey,SETDB1
cg15451258,turquoise,
cg15451413,blue,KIAA1543
cg15451729,grey,
cg15454820,grey,
cg15454857,turquoise,RPUSD2
cg15456960,turquoise,BSG
cg15458585,grey,
cg15458996,grey,
cg15460093,grey,ADAM8
cg15460560,grey,POFUT1
cg15462411,grey,
cg15463284,grey,LDHAL6A
cg15463775,turquoise,MTF2
cg15465092,turquoise,MYC
cg15465743,grey,BRSK2
cg15466587,turquoise,MRPS14
cg15467834,grey,
cg15469871,grey,LOC387646
cg15470836,turquoise,
cg15472251,blue,MAPKAPK5
cg15473092,grey,
cg15473325,turquoise,FBRSL1
cg15473904,grey,MRPL41
cg15474378,grey,FAM111A
cg15478005,turquoise,ATP6V1A
cg15478817,turquoise,DDX18
cg15480336,grey,ISLR
cg15480830,turquoise,
cg15481636,turquoise,HIST3H2A
cg15481858,grey,TP53BP2
cg15482792,turquoise,HFM1
cg15485670,grey,VASP
cg15487992,turquoise,UBL5
cg15490075,turquoise,
cg15490944,grey,FAM160A1
cg15496005,turquoise,RDX
cg15501359,turquoise,KIAA0494
cg15503663,blue,SLC44A2
cg15505141,turquoise,KIAA0922
cg15505349,turquoise,SMYD3
cg15506703,grey,
cg15506890,grey,
cg15507690,turquoise,
cg15508749,grey,
cg15509235,grey,
cg15518923,turquoise,PHTF2
cg15520443,turquoise,SLC18A2
cg15520606,blue,ZNF830
cg15523443,turquoise,POLR3A
cg15524173,turquoise,PLD3
cg15525053,blue,
cg15525503,turquoise,DFFB
cg15528091,grey,ARRDC2
cg15530351,grey,ANGPT2
cg15532640,grey,
cg15533222,turquoise,ABHD3
cg15534020,turquoise,MRPL22
cg15534084,grey,ZNF649
cg15534212,turquoise,
cg15534501,grey,C14orf104
cg15535114,grey,
cg15535896,grey,
cg15537082,grey,MIR124-1
cg15539245,turquoise,OTUD4
cg15540054,turquoise,ZNF180
cg15541040,grey,
cg15541987,grey,
cg15545624,cyan,
cg15545871,grey,USPL1
cg15546754,blue,
cg15548198,grey,PCDHB12
cg15548295,grey,
cg15548588,grey,
cg15549821,grey,PLEKHA4
cg15551292,yellow,SRP19
cg15553385,turquoise,GCC2
cg15553911,blue,CNOT3
cg15555970,grey,TGIF1
cg15556380,grey,DFFB
cg15557168,grey,
cg15561235,turquoise,ING5
cg15561356,turquoise,ARFGAP1
cg15561583,turquoise,OTX1
cg15563952,turquoise,DHTKD1
cg15564240,turquoise,HTATIP2
cg15564428,turquoise,FAM55C
cg15568074,grey,HLA-DRB1
cg15569224,turquoise,NEK3
cg15570296,turquoise,MIIP
cg15570656,lightgreen,
cg15571277,turquoise,FLJ16779
cg15571376,turquoise,CTSC
cg15572235,grey,
cg15572907,grey,SPTBN4
cg15574924,grey,BAT2
cg15576492,grey,
cg15577010,grey,NMUR1
cg15577575,turquoise,ANKRD34A
cg15579148,grey,PON2
cg15579304,grey,
cg15580304,grey,MIR941-3
cg15580309,grey,NSUN4
cg15580417,grey,KCNJ9
cg15580724,grey,FLJ32810
cg15581365,turquoise,CTSC
cg15584258,turquoise,NCOA5
cg15585670,turquoise,E2F3
cg15586341,grey,ASCC1
cg15586945,turquoise,NAF1
cg15593426,grey,
cg15594905,turquoise,EYA3
cg15595755,grey,
cg15598511,turquoise,NSFL1C
cg15600398,turquoise,SACM1L
cg15600835,turquoise,RPTOR
cg15600987,turquoise,CGN
cg15602215,grey,NCALD
cg15602631,grey,PLCL2
cg15602841,blue,C8orf38
cg15604693,grey,CC2D1B
cg15605918,turquoise,DOHH
cg15607103,turquoise,ELOVL5
cg15607449,turquoise,RPL13AP5
cg15608786,turquoise,SLAIN1
cg15609016,turquoise,DNPEP
cg15611164,grey,SLC15A4
cg15612221,grey,
cg15612392,turquoise,LOC552889
cg15613740,turquoise,C12orf66
cg15614628,grey,ANKRD17
cg15616898,turquoise,ZNF284
cg15616946,turquoise,GNAL
cg15617297,grey,ANXA11
cg15618797,turquoise,
cg15618908,grey,
cg15619641,grey,
cg15620207,turquoise,ANP32E
cg15620734,brown,LRRC27
cg15622655,grey,
cg15623398,turquoise,COPA
cg15624813,grey,
cg15627145,grey,ANK3
cg15631563,grey,
cg15632325,blue,TMCO1
cg15632673,grey,
cg15635336,turquoise,SIRT6
cg15635341,grey,NAA38
cg15636421,grey,
cg15641364,grey,TAGLN2
cg15642704,turquoise,PEF1
cg15642758,blue,HDGFRP3
cg15642854,grey,
cg15643574,turquoise,PICALM
cg15643796,grey,KIF1B
cg15644938,turquoise,FBXO42
cg15645660,grey,TTC22
cg15645986,turquoise,TBC1D19
cg15646610,turquoise,UCK2
cg15649774,grey,NFKBIL1
cg15650713,grey,
cg15652532,grey,LCLAT1
cg15652989,turquoise,SNTB2
cg15653282,grey,GNAL
cg15656521,grey,HDAC4
cg15656901,turquoise,RTTN
cg15658484,turquoise,RAB1B
cg15659132,grey,
cg15661389,turquoise,GAS7
cg15665081,grey,CASP4
cg15665833,turquoise,
cg15665968,turquoise,U2AF1
cg15670680,brown,QRICH2
cg15671450,grey,
cg15671705,turquoise,ALDH1A3
cg15672675,turquoise,CAP1
cg15672749,turquoise,MKS1
cg15674596,grey,C15orf23
cg15676203,turquoise,KEAP1
cg15680624,grey,CRYBA2
cg15686800,turquoise,FAM117A
cg15687138,blue,SCNM1
cg15689154,turquoise,PIM1
cg15689991,magenta,RASSF3
cg15690092,turquoise,PAFAH2
cg15690347,grey,SPIB
cg15692032,turquoise,FUCA1
cg15692666,turquoise,ZNF221
cg15692687,blue,ELP3
cg15693793,grey,
cg15694117,grey,DIRAS1
cg15694180,grey,ADAM15
cg15695731,grey,HCG18
cg15695738,grey,
cg15698995,turquoise,NAT14
cg15699942,grey,LIMA1
cg15703070,lightcyan,CABC1
cg15705266,turquoise,AP2B1
cg15705469,turquoise,ZNF71
cg15705551,turquoise,PDIA6
cg15706568,grey,
cg15708001,turquoise,CBX5
cg15708153,grey,ZNF542
cg15709087,turquoise,CEBPA
cg15709401,grey,HSPC072
cg15711016,turquoise,CA8
cg15711037,turquoise,AKT1S1
cg15712577,grey,RIMBP2
cg15714846,grey,FZD5
cg15715256,turquoise,CCDC152
cg15716210,grey,
cg15717656,blue,TTC31
cg15719606,grey,RPL7
cg15720017,grey,CUL3
cg15720089,grey,CACNB2
cg15720343,grey,INTS9
cg15720975,turquoise,DTYMK
cg15721051,grey,
cg15721243,grey,ZNF468
cg15727188,grey,PRDM16
cg15727583,grey,MFI2
cg15729062,grey,PPP1R10
cg15731669,turquoise,NEK3
cg15736220,grey,
cg15737123,grey,HLA-DPB2
cg15737177,grey,
cg15739543,grey,POLS
cg15742818,brown,KSR1
cg15743157,grey,XRCC5
cg15744108,grey,
cg15744359,grey,LRRC67
cg15744368,grey,TNRC6C
cg15745284,grey,TNXB
cg15745900,blue,PREX2
cg15747825,grey,
cg15747933,turquoise,NMI
cg15749322,blue,ANKRD42
cg15749858,turquoise,MACC1
cg15750303,grey,NT5C1B
cg15752756,grey,HLA-DQB1
cg15753546,grey,
cg15755662,turquoise,TTYH3
cg15756319,grey,
cg15760474,grey,FOXP4
cg15764953,turquoise,LANCL1
cg15765251,grey,MED16
cg15766101,turquoise,CCDC61
cg15766494,turquoise,ISY1
cg15768901,grey,LTBP4
cg15768968,blue,EIF3D
cg15769201,cyan,SLC35F5
cg15770702,turquoise,MAP3K14
cg15772712,turquoise,TOB2
cg15775457,turquoise,FZR1
cg15781316,turquoise,SHFM1
cg15782153,grey,C7orf20
cg15783848,grey,MAD1L1
cg15783935,turquoise,PACSIN1
cg15788369,grey,
cg15789250,grey,OXSR1
cg15790073,turquoise,ARMC10
cg15790820,blue,ASCL2
cg15795305,grey,
cg15799072,grey,JARID2
cg15800530,grey,ZP3
cg15803122,turquoise,SEPT9
cg15803845,grey,BRSK2
cg15803895,turquoise,SNAP47
cg15805053,turquoise,C15orf27
cg15805553,blue,HEATR6
cg15806518,blue,PSMB7
cg15809230,turquoise,SIN3A
cg15809387,turquoise,NF2
cg15809806,grey,NRP1
cg15811668,turquoise,MEG8
cg15812020,grey,LOC646405
cg15814736,blue,ATL3
cg15815053,yellow,GPSM3
cg15818307,grey,
cg15819128,turquoise,LRRFIP1
cg15821716,grey,XKR9
cg15822049,grey,RPS6KA5
cg15823845,turquoise,ZFR2
cg15825116,turquoise,CCDC140
cg15825264,grey,ELP2P
cg15825321,grey,ARHGAP23
cg15827554,turquoise,EML4
cg15828085,turquoise,CCNE1
cg15829088,grey,
cg15829277,turquoise,GALK1
cg15829642,grey,PCDHGA4
cg15832574,grey,ALG6
cg15832852,turquoise,FLJ35220
cg15833099,grey,GPR39
cg15833940,grey,DLGAP2
cg15836199,grey,MORN1
cg15836635,grey,MOS
cg15837280,grey,
cg15837308,grey,
cg15837879,turquoise,PCGF2
cg15837913,turquoise,CD274
cg15838173,grey,FUT11
cg15838288,blue,WNT3A
cg15838914,turquoise,VAMP1
cg15839431,grey,YJEFN3
cg15839673,turquoise,ZNF774
cg15841412,blue,ING1
cg15841415,turquoise,SLC1A3
cg15844785,turquoise,SMUG1
cg15845071,grey,C11orf40
cg15845603,turquoise,ZNF540
cg15846791,turquoise,YDJC
cg15847198,yellow,GUCY1A2
cg15847845,grey,PLEC1
cg15848628,turquoise,MOSPD3
cg15848685,grey,VARS2
cg15853117,turquoise,OTX1
cg15855450,turquoise,HIST1H4C
cg15858239,grey,NKAIN3
cg15859008,grey,
cg15859850,turquoise,BLOC1S2
cg15864601,grey,C17orf97
cg15866213,turquoise,CCNT1
cg15869475,turquoise,CAPZA2
cg15870379,grey,FER
cg15871215,grey,ATG10
cg15871229,turquoise,CCDC109A
cg15871749,turquoise,HES1
cg15873123,grey,DPPA3
cg15873301,grey,SYN2
cg15874048,grey,C14orf28
cg15874425,grey,RTN1
cg15879154,grey,
cg15879533,turquoise,TEX14
cg15880846,turquoise,
cg15881990,turquoise,PRPF18
cg15882155,grey,NFRKB
cg15885628,turquoise,OCA2
cg15885953,grey,ADARB1
cg15886004,turquoise,MGAT1
cg15890274,yellow,SNX32
cg15891645,grey,
cg15892785,turquoise,GPR153
cg15893373,turquoise,CCNT2
cg15893431,turquoise,OLIG1
cg15896098,blue,MMACHC
cg15896259,turquoise,ENTPD4
cg15896487,grey,TADA1
cg15899474,turquoise,HAT1
cg15901997,blue,MEX3C
cg15903955,grey,C8orf45
cg15905960,turquoise,SIK2
cg15906799,turquoise,ZBTB3
cg15908367,blue,TSC22D4
cg15909132,grey,FAM171A2
cg15910502,turquoise,KAT2B
cg15911239,grey,SF3B14
cg15911409,grey,CXCR7
cg15911567,turquoise,
cg15911859,grey,RIBC2
cg15919396,turquoise,NRCAM
cg15923025,grey,EIF4EBP3
cg15924121,grey,
cg15925179,grey,UBXN7
cg15926342,turquoise,SH3PXD2B
cg15927720,grey,SLIT3
cg15928377,turquoise,
cg15928398,grey,ST6GAL1
cg15928538,blue,
cg15929573,turquoise,TUBA1C
cg15930922,turquoise,SLC5A3
cg15931921,grey,DLL1
cg15933195,turquoise,LRRC27
cg15934634,brown,
cg15937634,turquoise,BCL7A
cg15938529,grey,DLGAP2
cg15939466,turquoise,VTI1A
cg15939539,grey,MIR1243
cg15942481,grey,GLIPR1L2
cg15944457,grey,WRN
cg15945129,turquoise,C7orf58
cg15946251,turquoise,KCNJ5
cg15947096,turquoise,ELMO1
cg15947940,turquoise,BMP8A
cg15949805,grey,ZNF727
cg15951188,grey,KCNAB3
cg15951466,grey,TRIM31
cg15951545,grey,LATS2
cg15954353,grey,LOC728392
cg15954711,turquoise,HMGN3
cg15954782,turquoise,SEPT8
cg15959986,grey,ACIN1
cg15960928,turquoise,TROAP
cg15964717,grey,
cg15969227,grey,
cg15970035,grey,GSK3B
cg15970375,turquoise,ZBTB44
cg15971518,grey,PRG2
cg15973954,grey,
cg15974272,turquoise,KCNQ1
cg15975750,grey,
cg15976673,turquoise,PLA2G12A
cg15977137,grey,WRB
cg15979150,turquoise,FAM164C
cg15979172,turquoise,AKAP8
cg15979473,grey,PECR
cg15981620,blue,TYK2
cg15982117,grey,HLA-DRB1
cg15984406,grey,
cg15988263,turquoise,IPO13
cg15988970,grey,DNAJC15
cg15992535,turquoise,NRG2
cg15993027,grey,HECW1
cg15994321,grey,ATF6
cg15995695,grey,C1orf125
cg15996282,grey,LMBRD2
cg15996499,turquoise,LOC100130691
cg15997020,grey,TRAPPC9
cg16000888,grey,RASSF7
cg16002305,turquoise,
cg16002322,turquoise,USP48
cg16002864,black,BCL9
cg16003301,turquoise,ESYT1
cg16003500,turquoise,ADNP
cg16004501,grey,
cg16004911,grey,FRYL
cg16005540,turquoise,
cg16005559,grey,
cg16006004,grey,BRCA1
cg16006841,grey,RGS14
cg16007456,grey,GPR88
cg16008148,grey,
cg16008931,turquoise,TPD52
cg16011258,turquoise,NECAP2
cg16014773,purple,TNRC18
cg16016176,yellow,ADPRH
cg16016583,grey,PTPRN2
cg16016616,red,INTS7
cg16017089,grey,ARHGEF17
cg16017144,grey,HRNBP3
cg16017889,grey,
cg16020210,grey,
cg16022748,turquoise,LOC285456
cg16026103,grey,MYBPC1
cg16026212,grey,
cg16026813,grey,BTRC
cg16027343,turquoise,TRIM7
cg16027622,grey,MED17
cg16028117,grey,ATG7
cg16028201,yellow,KANK4
cg16029077,blue,NDUFA11
cg16031711,grey,ZZEF1
cg16032108,grey,
cg16034541,grey,MUC4
cg16040564,grey,
cg16040763,blue,PITPNC1
cg16040838,blue,MFN2
cg16041611,blue,SRF
cg16041806,blue,
cg16044925,turquoise,ZMPSTE24
cg16045498,grey,NOTCH2
cg16047490,turquoise,ITGB4
cg16047970,midnightblue,KIAA0907
cg16048517,grey,CTNND2
cg16049349,grey,C12orf29
cg16050468,grey,
cg16050746,turquoise,HIST1H2BD
cg16054451,turquoise,SPOP
cg16054907,grey,MAPK11
cg16055035,grey,GFOD1
cg16056465,turquoise,IMMP2L
cg16057201,turquoise,MRFAP1
cg16058430,grey,C1orf201
cg16058493,turquoise,
cg16058797,grey,
cg16059256,grey,HLCS
cg16059541,grey,HADHA
cg16060486,turquoise,CYP1B1
cg16063617,blue,ISOC1
cg16066641,blue,SLC5A6
cg16070018,turquoise,HIST1H3E
cg16073349,turquoise,CAMK2B
cg16074309,yellow,
cg16077741,turquoise,POLR2B
cg16078521,grey,ZSWIM5
cg16080552,grey,TACSTD2
cg16082503,grey,TRIM6-TRIM34
cg16083044,grey,
cg16083168,grey,UVRAG
cg16086469,turquoise,OSBPL3
cg16087457,blue,TRIM65
cg16087940,grey,
cg16088107,turquoise,FBRSL1
cg16088539,grey,
cg16091055,grey,
cg16093752,grey,RAC3
cg16094925,turquoise,TROVE2
cg16095440,turquoise,
cg16095542,blue,ADAM15
cg16095615,turquoise,FUT4
cg16100355,brown,MCF2L
cg16100555,turquoise,COQ6
cg16101008,grey,CASZ1
cg16102016,turquoise,C17orf44
cg16102102,grey,HAPLN1
cg16102706,grey,LYST
cg16103098,grey,DLK1
cg16104915,turquoise,HOXA9
cg16106427,grey,STK32C
cg16107553,turquoise,PPP2R5E
cg16109817,turquoise,FLJ37453
cg16112050,grey,ENOSF1
cg16113156,grey,
cg16115627,grey,DPP6
cg16117781,turquoise,TNFRSF9
cg16119852,turquoise,FAF1
cg16120422,blue,CCDC42B
cg16123319,grey,DTWD1
cg16124546,grey,ECD
cg16124719,turquoise,PHACTR3
cg16125762,lightcyan,STX6
cg16127514,grey,
cg16127683,grey,EIF2AK4
cg16138161,turquoise,
cg16139664,grey,RPL24
cg16142698,turquoise,DNAJC13
cg16142707,grey,LEKR1
cg16142906,grey,RFPL3
cg16143007,turquoise,PHRF1
cg16143502,grey,DDX43
cg16148871,turquoise,GATAD2B
cg16149437,grey,SOS1
cg16149857,turquoise,TADA1
cg16152072,grey,
