cpg,module
cg14248367,cyan
cg25261181,blue
cg14043253,cyan
cg26723492,cyan
cg07622877,blue
cg00581848,cyan
cg01674679,cyan
cg08582634,cyan
cg26272417,blue
cg26684050,blue
cg07764158,blue
cg14149680,grey
cg07499477,cyan
cg09491944,blue
cg15447775,cyan
cg14757157,blue
cg08218486,blue
cg12881726,grey
cg11884093,cyan
cg09098144,blue
cg24394934,cyan
cg19708055,grey
cg07434707,cyan
cg08752459,cyan
cg01579928,cyan
cg26307797,blue
cg11235602,grey
cg11039614,grey
cg18082080,grey
cg13153708,blue
cg10989381,blue
cg06480249,cyan
cg19622078,cyan
cg26782539,grey
cg12015310,cyan
cg04884244,blue
cg16372632,grey
cg25275750,blue
cg01394138,cyan
cg06070508,cyan
cg10353859,cyan
cg12280692,grey
cg12814384,blue
cg07862744,blue
cg21548005,cyan
cg24917527,brown
cg26081900,blue
cg22755785,cyan
cg22417420,cyan
cg25353308,grey
cg08126158,blue
cg14689219,cyan
cg02907176,cyan
cg02615117,cyan
cg07116010,grey
cg21170041,grey
cg17600863,blue
cg06626759,blue
cg16737567,cyan
cg03269060,grey
cg20915333,blue
cg03470736,cyan
cg17368581,cyan
cg04782982,blue
cg24107899,grey
cg07695654,blue
cg09770095,blue
cg21539371,cyan
cg13220109,cyan
cg05359249,brown
cg17445212,grey
cg10454162,grey
cg25878830,blue
cg19136183,grey
cg17011799,blue
cg26426080,grey
cg20979732,cyan
cg14859324,grey
cg22433276,cyan
cg14698961,cyan
cg00612595,grey
cg23467281,blue
cg19101326,grey
cg01632311,cyan
cg08839081,cyan
cg05711023,blue
cg02698580,grey
cg09918751,grey
cg05396731,cyan
cg07821427,cyan
cg00944502,cyan
cg27392904,grey
cg08002746,blue
cg05181025,cyan
cg18220666,blue
cg14934141,blue
cg19354091,cyan
cg04153116,cyan
cg15832574,blue
cg08835956,grey
cg27078652,cyan
cg26836273,blue
cg27494226,grey
cg00487848,blue
cg21638219,cyan
cg17101494,blue
cg21053224,blue
cg21206147,grey
cg05285759,blue
cg22678977,blue
cg11417973,cyan
cg01559436,grey
cg23234756,blue
cg24566581,blue
cg06988236,grey
cg25695610,grey
cg09177349,cyan
cg25834275,cyan
cg22910715,cyan
cg22251684,blue
cg11479419,cyan
cg14376917,cyan
cg01879693,blue
cg21845869,blue
cg09152955,cyan
cg08688551,cyan
cg14515364,grey
cg12500284,cyan
cg10718940,cyan
cg18586886,cyan
cg15847845,grey
cg14720888,cyan
cg05207121,cyan
cg11224582,grey
cg13217658,blue
cg15159247,cyan
cg03434432,cyan
cg00871917,cyan
cg18123048,cyan
cg13067509,blue
cg25625872,cyan
cg22697034,blue
cg09805010,grey
cg13528463,blue
cg02714192,blue
cg04497547,cyan
cg25107077,cyan
cg18712677,cyan
cg25219134,cyan
cg13016975,blue
cg05258935,blue
cg14618583,blue
cg26495839,cyan
cg11437810,grey
cg04505205,blue
cg13337201,cyan
cg17653955,blue
cg05731122,cyan
cg08638876,cyan
cg04122358,grey
cg04700292,blue
cg16423650,cyan
cg15823845,cyan
cg02380802,grey
cg16956133,grey
cg14010914,cyan
cg02376806,blue
cg07293993,cyan
cg07350703,cyan
cg18548208,cyan
cg26554567,cyan
cg12657380,blue
cg04140924,cyan
cg13902446,cyan
cg21109038,grey
cg09084936,cyan
cg13421612,cyan
cg21465176,cyan
cg24165760,cyan
cg03315407,cyan
cg02614129,cyan
cg00247599,cyan
cg04771938,cyan
cg23704770,cyan
cg06635871,blue
cg17436861,cyan
cg27654505,cyan
cg13590130,blue
cg15600987,cyan
cg19138900,cyan
cg11672054,cyan
cg14324370,cyan
cg18815765,cyan
cg23352185,cyan
cg04370315,cyan
cg27391710,cyan
cg16501237,grey
cg23456826,grey
cg01363334,blue
cg20734569,grey
cg13186466,cyan
cg24552697,blue
cg09317102,cyan
cg25653703,cyan
cg04913730,grey
cg26786623,blue
cg14623316,blue
cg09293387,grey
cg21909643,cyan
cg11133979,blue
cg14330853,cyan
cg14573411,grey
cg12647333,cyan
cg21597209,cyan
cg00914462,cyan
cg03891929,cyan
cg18357526,cyan
cg11537619,blue
cg14955916,grey
cg18617219,white
cg03704899,blue
cg23284931,grey
cg18627429,blue
cg22860233,grey
cg10879486,blue
cg18372896,blue
cg14651505,cyan
cg12598099,cyan
cg26787220,grey
cg19508701,cyan
cg15831653,cyan
cg10934821,cyan
cg05885020,cyan
cg04767932,cyan
cg11106794,cyan
cg13580265,grey
cg04340421,cyan
cg09410841,cyan
cg25039993,blue
cg24605288,blue
cg24676409,grey
cg18892128,cyan
cg04893454,blue
cg04747993,cyan
cg03603035,blue
cg07031665,cyan
cg11230363,blue
cg01498231,cyan
cg15093003,grey
cg16491046,cyan
cg01870995,grey
cg21923992,cyan
cg23102195,grey
cg15909132,grey
cg00626422,cyan
cg20546098,blue
cg03369477,cyan
cg11756029,cyan
cg14121414,grey
cg23659337,cyan
cg04953552,grey
cg09214240,blue
cg11679443,cyan
cg20192481,cyan
cg10763598,cyan
cg15490944,cyan
cg17412258,cyan
cg13695892,cyan
cg08431089,cyan
cg01658670,cyan
cg04903936,grey
cg21805221,grey
cg04855748,grey
cg19461582,cyan
cg14739664,grey
cg14316565,grey
cg16624692,cyan
cg27143246,cyan
cg05057720,grey
cg09929564,cyan
cg18738553,cyan
cg10224655,cyan
cg00795626,cyan
cg23500774,cyan
cg13620490,blue
cg05625103,grey
cg01755539,cyan
cg03357180,cyan
cg23964682,grey
cg09284655,grey
cg12528753,cyan
cg12976424,cyan
cg01418856,grey
cg08946801,cyan
cg12092561,cyan
cg24129382,cyan
cg05612977,cyan
cg06369833,cyan
cg11764359,cyan
cg20489582,cyan
cg06860864,blue
cg27446573,cyan
cg03212272,cyan
cg16473166,cyan
cg18317589,cyan
cg01993067,blue
cg19275200,blue
cg21987077,blue
cg12078775,grey
cg25538602,grey
cg13951664,cyan
cg22969669,blue
cg10341935,cyan
cg23214565,cyan
cg19346507,cyan
cg09973148,grey
cg02341645,grey
cg13324547,cyan
cg23415756,cyan
cg19278165,cyan
cg00229257,cyan
cg06873352,grey
cg20066226,grey
cg21043815,cyan
cg01335658,grey
cg10482057,grey
cg13135047,blue
cg15191798,grey
cg19696333,grey
cg09819502,grey
cg04816171,grey
cg16473610,cyan
cg00127424,cyan
cg07613693,brown
cg11099586,cyan
cg15959986,cyan
cg13554903,cyan
cg13050766,cyan
cg14364844,blue
cg21634137,cyan
cg15348972,cyan
cg15602631,blue
cg09437885,cyan
cg08285768,blue
cg16163558,blue
cg13042536,cyan
cg00771026,cyan
cg15032638,grey
cg12594911,cyan
cg18238491,grey
cg22057899,blue
cg17050806,grey
cg05105054,blue
cg15572907,grey
cg17969377,cyan
cg23424800,blue
cg15528091,cyan
cg22915993,blue
cg10272779,cyan
cg13247581,cyan
cg15594905,cyan
cg01637870,cyan
cg25320221,cyan
cg13717023,grey
cg22570042,grey
cg27085741,cyan
cg22290704,blue
cg07336230,cyan
cg02401399,cyan
cg18468725,blue
cg19111042,cyan
cg05509777,grey
cg02446378,cyan
cg18371052,grey
cg04843676,blue
cg08506026,blue
cg23970189,grey
cg07805817,cyan
cg23696620,blue
cg04117229,cyan
cg18082788,grey
cg11217367,blue
cg22541911,cyan
cg04138571,cyan
cg04751358,cyan
cg27250236,grey
cg03365403,blue
cg03879918,blue
cg04724115,grey
cg22798521,blue
cg13739025,cyan
cg06023487,cyan
cg06117184,grey
cg06370133,cyan
cg18758796,grey
cg13749266,blue
cg21712831,cyan
cg19140085,cyan
cg04600792,blue
cg03166550,darkorange
cg21080140,cyan
cg03075534,grey
cg03997764,cyan
cg11836012,cyan
cg16187659,cyan
cg06709766,cyan
cg00435098,blue
cg15578948,blue
cg04510815,blue
cg02148222,cyan
cg17436327,grey
cg14071762,cyan
cg05404618,cyan
cg09501917,blue
cg13337238,cyan
cg10642449,cyan
cg04004158,grey
cg23258065,grey
cg26651950,cyan
cg22692549,grey
cg13428516,grey
cg24806953,cyan
cg06867482,grey
cg22915534,cyan
cg10507099,cyan
cg20441502,cyan
cg23808931,grey
cg05798523,cyan
cg09301222,grey
cg08635118,cyan
cg04738301,grey
cg22402853,cyan
cg17079378,cyan
cg11105585,grey
cg19655195,grey
cg23886974,cyan
cg22234712,grey
cg15031299,blue
cg26851650,blue
cg00666685,cyan
cg26377875,cyan
cg23202316,cyan
cg10496560,cyan
cg10951120,cyan
cg15121053,cyan
cg06644428,grey
cg18164313,grey
cg05418199,blue
cg03327615,cyan
cg25022560,cyan
cg25248160,grey
cg10724425,cyan
cg05169244,cyan
cg12180121,cyan
cg24965497,blue
cg13688524,cyan
cg12009398,grey
cg11445122,cyan
cg07708472,cyan
cg03185022,cyan
cg23477967,cyan
cg08822897,grey
cg08275306,cyan
cg05747376,cyan
cg02068160,blue
cg19500098,grey
cg26151531,grey
cg13702953,grey
cg26117570,blue
cg14339043,cyan
cg15592184,blue
cg01570662,cyan
cg15037110,cyan
cg01938118,cyan
cg17932096,grey
cg23906454,blue
cg18090147,cyan
cg17427491,grey
cg18182358,cyan
cg13366601,blue
cg03505583,cyan
cg17190703,cyan
cg14787155,cyan
cg05244029,cyan
cg08867150,cyan
cg01438145,grey
cg04889045,blue
cg07798892,cyan
cg16910246,blue
cg20287640,cyan
cg18201070,grey
cg16400350,blue
cg05054115,cyan
cg18728839,cyan
cg12446939,blue
cg01900836,blue
cg21157115,grey
cg02243714,grey
cg05306070,cyan
cg10097813,cyan
cg17541715,grey
cg08520191,blue
cg10769251,cyan
cg17023395,blue
cg14531093,grey
cg16581738,blue
cg06657462,brown
cg24520806,cyan
cg04073265,grey
cg22394535,cyan
cg01805493,blue
cg04678743,grey
cg13468767,grey
cg11321180,cyan
cg22473961,blue
cg02018277,grey
cg22039724,blue
cg25208046,cyan
cg20210501,grey
cg13108328,cyan
cg14050262,cyan
cg13336690,grey
cg27099277,blue
cg13635014,blue
cg24345715,lightgreen
cg14787260,cyan
cg02447462,grey
cg16724319,cyan
cg04199615,blue
cg16124546,cyan
cg03736085,cyan
cg08497894,blue
cg14254273,cyan
cg16495873,blue
cg07238058,grey
cg11302887,cyan
cg03935359,grey
cg20402552,cyan
cg11933757,cyan
cg03095533,cyan
cg14210634,cyan
cg07940485,cyan
cg08962682,cyan
cg00172225,blue
cg00210098,cyan
cg25604739,cyan
cg19813030,cyan
cg12466737,cyan
cg11808746,brown
cg18811157,blue
cg09437909,grey
cg05085169,grey
cg05851866,grey
cg06820296,cyan
cg25691754,cyan
cg14068721,grey
cg11816345,cyan
cg19504888,blue
cg17170948,cyan
cg24360745,blue
cg04213900,grey
cg08263099,cyan
cg06224732,blue
cg05343713,blue
cg11214846,cyan
cg18769229,cyan
cg22813699,blue
cg18251222,cyan
cg05674437,grey
cg15620734,blue
cg05162533,cyan
cg04327593,blue
cg14319793,blue
cg16708785,cyan
cg06281719,cyan
cg24398932,grey
cg14392031,grey
cg27168493,cyan
cg03383873,cyan
cg23480821,cyan
cg12097222,grey
cg19431051,grey
cg22983555,blue
cg15223831,blue
cg17639894,cyan
cg02996006,cyan
cg12176476,cyan
cg27493151,cyan
cg11828766,cyan
cg12732734,cyan
cg15386434,grey
cg10277864,blue
cg23123540,cyan
cg22155376,blue
cg22705746,grey
cg13138389,cyan
cg12087941,blue
cg01724067,cyan
cg05684406,cyan
cg20019410,cyan
cg21359254,grey
cg04163118,cyan
cg04598325,cyan
cg06910254,grey
cg11337790,blue
cg18090431,blue
cg08583611,cyan
cg04044120,grey
cg02472291,grey
cg03702675,blue
cg08879470,grey
cg09639725,cyan
cg14645085,cyan
cg20958720,cyan
cg21668166,blue
cg20064139,blue
cg03286899,cyan
cg10092251,blue
cg16058430,blue
cg06282829,blue
cg21965820,cyan
cg12014368,blue
cg12211962,cyan
cg06743703,grey
cg01241758,cyan
cg12011436,cyan
cg18649601,cyan
cg06845639,blue
cg02842227,grey
cg21701395,cyan
cg17728600,blue
cg23909802,blue
cg04365696,blue
cg12033288,grey
cg10614809,grey
cg11260046,grey
cg01322290,blue
cg08589981,blue
cg27344430,blue
cg20409752,grey
cg15783848,blue
cg19339811,cyan
cg26707709,grey
cg20793623,blue
cg15732164,blue
cg11032776,cyan
cg04432275,blue
cg24940138,cyan
cg27210269,blue
cg06983483,cyan
cg16943529,grey
cg10338465,cyan
cg09898060,cyan
cg17211192,cyan
cg10725932,cyan
cg03052970,cyan
cg05180859,grey
cg16628372,cyan
cg26476599,cyan
cg27554514,cyan
cg04170442,cyan
cg19319735,cyan
cg04529785,cyan
cg26214055,blue
cg25414463,blue
cg05724492,grey
cg09337563,blue
cg20271681,cyan
cg27420264,cyan
cg05148373,cyan
cg15124547,blue
cg01258653,cyan
cg24457886,cyan
cg17685679,grey
cg03044684,blue
cg13606616,cyan
cg08016310,cyan
cg16308672,blue
cg12437481,grey
cg12242373,cyan
cg21643138,blue
cg18320647,cyan
cg08876899,cyan
cg12148899,cyan
cg10911971,cyan
cg00371829,cyan
cg23161317,grey
cg01733217,cyan
cg19350682,grey
cg03320492,cyan
cg07541023,cyan
cg09694986,blue
cg10309957,cyan
cg16876647,cyan
cg20592691,blue
cg08942080,blue
cg11349328,cyan
cg22255634,blue
cg05700724,grey
cg10664338,cyan
cg06789412,grey
cg13250001,cyan
cg20256117,cyan
cg14581887,cyan
cg05002512,cyan
cg15838914,cyan
cg21017348,blue
cg12687926,grey
cg23592392,blue
cg05164916,cyan
cg01199603,blue
cg06850787,grey
cg19879471,blue
cg20985758,blue
cg22794998,blue
cg20251161,cyan
cg12447069,cyan
cg11651535,grey
cg04158046,cyan
cg01287342,blue
cg16341495,blue
cg14384748,grey
cg07031797,cyan
cg18020334,cyan
cg20296327,blue
cg09023820,grey
cg00952134,cyan
cg18674212,lightgreen
cg14166458,cyan
cg23257604,cyan
cg25828427,blue
cg22247039,cyan
cg12405785,cyan
cg02093918,blue
cg10767168,brown
cg09909775,brown
cg05759718,grey
cg26408224,grey
cg01997529,cyan
cg09537434,cyan
cg24406116,cyan
cg13766795,blue
cg09622265,cyan
cg12433062,grey
cg13282195,grey
cg03854265,blue
cg22013407,blue
cg22272668,blue
cg26464821,grey
cg07081887,cyan
cg20253639,grey
cg03000989,blue
cg03591582,blue
cg15809387,cyan
cg14709479,grey
cg19929123,cyan
cg09354439,cyan
cg05573767,grey
cg16104915,cyan
cg14447887,cyan
cg05567269,blue
cg21574531,cyan
cg23076870,blue
cg08025464,grey
cg22341533,blue
cg11908291,blue
cg25683535,cyan
cg08305552,blue
cg24916688,blue
cg10410213,cyan
cg14097855,cyan
cg09865676,cyan
cg03176453,cyan
cg01037637,grey
cg05313794,grey
cg16542283,cyan
cg17366294,grey
cg16013485,grey
cg10503083,cyan
cg01093369,blue
cg21017887,cyan
cg21580058,cyan
cg02400334,cyan
cg00290607,grey
cg12743169,cyan
cg26729242,blue
cg10950924,grey
cg03140412,cyan
cg08740026,blue
cg09807033,blue
cg03218402,blue
cg27338504,cyan
cg04826673,blue
cg18123581,blue
cg02567769,grey
cg27227786,grey
cg22633036,grey
cg22764639,cyan
cg07868715,cyan
cg05332483,grey
cg08320524,grey
cg07068956,blue
cg01850934,cyan
cg26315918,grey
cg09721595,blue
cg23023513,blue
cg14228592,grey
cg11191979,blue
cg03213289,grey
cg26308818,blue
cg15174564,grey
cg14118546,cyan
cg23350336,cyan
cg17830810,blue
cg14367306,blue
cg15025769,cyan
cg26513180,cyan
cg05392364,grey
cg21507487,blue
cg06183947,cyan
cg10240744,cyan
cg05254132,cyan
cg09288989,blue
cg11444072,blue
cg18698699,blue
cg14076195,cyan
cg20646317,grey
cg20469507,blue
cg14385337,grey
cg05143078,cyan
cg19636411,blue
cg24773418,grey
cg04198308,cyan
cg01773685,grey
cg01538778,cyan
cg26891576,cyan
cg02923628,blue
cg14863074,cyan
cg18815626,cyan
cg15939466,cyan
cg27349795,cyan
cg15739543,cyan
cg16763192,darkorange
cg15604693,cyan
cg04406111,grey
cg24691105,cyan
cg26832062,cyan
cg11342670,cyan
cg26370911,blue
cg17283383,cyan
cg02395441,cyan
cg04582539,cyan
cg22718729,cyan
cg24054938,cyan
cg02934834,grey
cg12420858,cyan
cg03300581,cyan
cg19760225,cyan
cg25250073,cyan
cg18345115,grey
cg00437432,cyan
cg02795678,blue
cg02849750,blue
cg02172579,cyan
cg00074313,blue
cg00778995,cyan
cg14042190,grey
cg16059541,cyan
cg26435092,cyan
cg02953125,blue
cg11551902,cyan
cg22171626,cyan
cg14565408,blue
cg26609631,grey
cg26170805,grey
cg26243254,cyan
cg24512778,cyan
cg19907915,grey
cg00138474,cyan
cg26845390,grey
cg23477406,cyan
cg06062519,cyan
cg20616919,cyan
cg21252812,cyan
cg25176883,blue
cg19712189,grey
cg19867649,grey
cg05257472,cyan
cg10493356,cyan
cg05318486,cyan
cg06557057,cyan
cg15046712,blue
cg18045859,grey
cg06305340,cyan
cg22830701,cyan
cg10351287,grey
cg11130778,blue
cg21124175,blue
cg25571757,cyan
cg20258090,cyan
cg12868173,cyan
cg17221980,grey
cg22190774,cyan
cg11982332,cyan
cg01238044,grey
cg07111501,grey
cg16082503,blue
cg02761940,cyan
cg04068497,cyan
cg06100373,blue
cg00014986,cyan
cg23012552,cyan
cg20918484,cyan
cg10973043,blue
cg03001875,cyan
cg17006042,cyan
cg08905999,blue
cg19711530,grey
cg09923107,cyan
cg05783998,cyan
cg02968883,blue
cg11974956,cyan
cg12708807,cyan
cg08480307,blue
cg19149522,grey
cg11661000,grey
cg10907912,cyan
cg09824328,cyan
cg02135464,blue
cg16502595,cyan
cg07451084,cyan
cg24777868,cyan
cg13713739,blue
cg09220393,blue
cg24127639,cyan
cg13515774,cyan
cg02192555,blue
cg07323350,cyan
cg12811552,cyan
cg08592530,cyan
cg14851140,blue
cg17643729,blue
cg00573330,cyan
cg21241850,cyan
cg26635366,cyan
cg11254952,blue
cg24227264,cyan
cg07032258,cyan
cg12034187,cyan
cg18833306,cyan
cg00873473,cyan
cg22178096,cyan
cg11376913,cyan
cg04272560,cyan
cg06802812,cyan
cg12803053,blue
cg15627145,blue
cg01594538,cyan
cg08690812,cyan
cg00671224,blue
cg23529754,cyan
cg18830721,grey
cg25789277,grey
cg27488370,cyan
cg13038229,blue
cg24675658,cyan
cg15586341,blue
cg23715435,cyan
cg21671020,cyan
cg25475289,grey
cg20923716,grey
cg25013550,cyan
cg19029285,blue
cg11558376,cyan
cg08557928,cyan
cg19089394,grey
cg23724117,cyan
cg25107000,grey
cg02264195,blue
cg25497529,cyan
cg01969910,cyan
cg08159989,blue
cg21915659,blue
cg05660889,cyan
cg14479014,blue
cg24673147,cyan
cg01068944,grey
cg16799998,cyan
cg24079171,blue
cg13995916,blue
cg22085055,cyan
cg08864381,cyan
cg22164916,cyan
cg11187806,blue
cg21198550,cyan
cg09038926,blue
cg20999912,cyan
cg12024828,cyan
cg06746318,blue
cg07058639,cyan
cg02865447,cyan
cg04155632,cyan
cg05022225,cyan
cg27303986,cyan
cg02973270,cyan
cg23503501,grey
cg27589088,grey
cg15893431,cyan
cg03130248,blue
cg11739675,grey
cg01202150,cyan
cg14388982,blue
cg24958423,blue
cg14228332,cyan
cg20372689,cyan
cg01394819,cyan
cg05413988,cyan
cg04099524,cyan
cg12015991,grey
cg01217180,grey
cg11480627,grey
cg15689991,cyan
cg15313936,blue
cg05268347,blue
cg00930710,cyan
cg12818067,cyan
cg26873880,grey
cg08545398,cyan
cg23301492,cyan
cg16792002,blue
cg16310579,blue
cg21736309,cyan
cg17135675,blue
cg16565154,cyan
cg18815398,grey
cg06366213,cyan
cg05876591,cyan
cg23664318,cyan
cg25390199,grey
cg16222491,blue
cg18793322,blue
cg04396454,blue
cg06751705,cyan
cg27128734,grey
cg26883840,blue
cg00114029,grey
cg11464285,cyan
cg03013917,blue
cg23954819,cyan
cg01017244,grey
cg08511716,cyan
cg26812418,cyan
cg27528091,cyan
cg06703079,cyan
cg10467557,grey
cg14593550,cyan
cg01966344,cyan
cg22635723,cyan
cg07544653,grey
cg02153747,blue
cg05063616,cyan
cg25880593,grey
cg15694117,grey
cg23620279,cyan
cg04296540,grey
cg10328220,cyan
cg16418810,cyan
cg19695335,grey
cg11424682,cyan
cg01962183,grey
cg03924111,cyan
cg08770870,grey
cg21122375,cyan
cg09077340,cyan
cg07434166,blue
cg16519192,grey
cg19513193,cyan
cg14054120,cyan
cg18471460,grey
cg19398112,cyan
cg23729331,blue
cg01868016,cyan
cg01448194,blue
cg23908228,grey
cg01802180,blue
cg00466108,cyan
cg10118513,cyan
cg05739190,cyan
cg21016266,grey
cg25458175,grey
cg03479942,blue
cg08269986,cyan
cg03093033,cyan
cg24799620,grey
cg18802486,cyan
cg20909645,grey
cg05550692,cyan
cg23863410,cyan
cg11340363,cyan
cg11738723,blue
cg08416764,blue
cg12986338,cyan
cg19484559,blue
cg10522577,cyan
cg03582157,cyan
cg02169125,grey
cg21922991,cyan
cg09616463,cyan
cg22355463,cyan
cg15534020,cyan
cg11158482,cyan
cg24339197,blue
cg12814535,blue
cg00442112,grey
cg14157435,grey
cg22749736,blue
cg11930609,cyan
cg04492858,grey
cg21607076,cyan
cg09461494,blue
cg11970050,cyan
cg08640475,grey
cg04383369,cyan
cg22111318,cyan
cg06529468,grey
cg19963768,cyan
cg16942681,cyan
cg22964146,grey
cg04807108,grey
cg26015356,blue
cg23550947,blue
cg24942272,cyan
cg26389727,cyan
cg22519151,cyan
cg01096398,cyan
cg20785715,cyan
cg25337795,cyan
cg09021898,cyan
cg02561103,blue
cg12642717,blue
cg10796078,cyan
cg14203827,blue
cg04024904,cyan
cg09571097,cyan
cg12386876,blue
cg02947021,cyan
cg14869527,cyan
cg05515713,cyan
cg15770702,cyan
cg10057976,cyan
cg05360176,cyan
cg18933685,grey
cg13409888,cyan
cg05742691,blue
cg12357681,cyan
cg02074728,cyan
cg18754910,blue
cg06002665,blue
cg02824202,grey
cg14303122,cyan
cg20847625,cyan
cg03379477,grey
cg24233331,cyan
cg15481636,cyan
cg13374688,cyan
cg23769730,blue
cg17942639,grey
cg11332026,cyan
cg16518686,cyan
cg25211403,grey
cg02514021,cyan
cg20040285,cyan
cg07226193,cyan
cg11227621,cyan
cg14519859,cyan
cg17405234,grey
cg14405589,cyan
cg00754027,cyan
cg18533392,blue
cg03455424,grey
cg16924702,cyan
cg22201734,grey
cg24815289,grey
cg00240653,cyan
cg27653831,cyan
cg10146807,cyan
cg23241448,cyan
cg23402097,grey
cg05705964,blue
cg02960488,blue
cg23743627,cyan
cg11481720,cyan
cg27196974,grey
cg25608569,cyan
cg05103132,cyan
cg00628877,cyan
cg02067211,cyan
cg11710334,cyan
cg24135491,grey
cg03841065,cyan
cg13320555,cyan
cg16920123,cyan
cg04840417,cyan
cg05149425,cyan
cg05306856,cyan
cg16437009,cyan
cg25356066,cyan
cg16552884,blue
cg05308495,grey
cg22271515,blue
cg08379987,grey
cg12769705,grey
cg26990660,cyan
cg14643520,grey
cg25472614,blue
cg11915016,cyan
cg07179693,grey
cg04844543,grey
cg25921194,blue
cg15413043,blue
cg26702001,cyan
cg12988725,cyan
cg16659561,blue
cg00590260,grey
cg18924222,cyan
cg16513933,blue
cg03402001,cyan
cg11528033,blue
cg27437510,blue
cg06824583,grey
cg10639368,grey
cg02707638,cyan
cg11921908,cyan
cg02337062,cyan
cg11041161,cyan
cg11719952,grey
cg10196128,cyan
cg26696260,blue
cg09824782,cyan
cg13067553,grey
cg13741740,grey
cg16594139,grey
cg11125589,cyan
cg24283186,cyan
cg17994139,grey
cg22517836,cyan
cg05875302,grey
cg00149397,cyan
cg17607973,grey
cg12805580,cyan
cg12665951,cyan
cg21739208,cyan
cg14462928,cyan
cg04329125,grey
cg23382700,cyan
cg27364766,blue
cg07452777,grey
cg16698116,cyan
cg19770292,grey
cg16022553,blue
cg12865405,blue
cg17814481,cyan
cg06657243,cyan
cg00607058,grey
cg26246897,cyan
cg25456477,grey
cg07139330,cyan
cg00253171,blue
cg06095699,cyan
cg24794313,blue
cg10302293,cyan
cg22708112,grey
cg04326269,cyan
cg26085762,blue
cg16424178,cyan
cg02897359,cyan
cg17226811,cyan
cg07341141,blue
cg08300343,cyan
cg20180721,cyan
cg05432848,cyan
cg27010688,blue
cg04845687,blue
cg20593831,cyan
cg20032934,cyan
cg00565070,cyan
cg12832630,cyan
cg19929409,blue
cg08725962,cyan
cg18453965,cyan
cg22509054,cyan
cg19370166,cyan
cg20744788,blue
cg23620433,cyan
cg19359929,cyan
cg25601879,blue
cg27380580,cyan
cg24828322,blue
cg15283062,cyan
cg13514129,grey
cg14289929,cyan
cg21842660,blue
cg17132465,grey
cg10196001,blue
cg14004673,cyan
cg14493094,grey
cg16058797,grey
cg00864083,blue
cg03246824,cyan
cg00088299,cyan
cg00611227,blue
cg04465286,cyan
cg22338443,blue
cg12946371,cyan
cg01677098,cyan
cg13655566,blue
cg26058420,grey
cg09097845,blue
cg17160660,cyan
cg23549774,blue
cg12337098,blue
cg18861713,blue
cg04199473,cyan
cg06379383,blue
cg19723678,blue
cg04534503,blue
cg27098685,grey
cg16785953,blue
cg10457852,blue
cg19511382,blue
cg01461368,blue
cg04081324,cyan
cg19896655,cyan
cg04788249,cyan
cg07953201,grey
cg09484638,cyan
cg20554926,cyan
cg21338523,blue
cg25942789,grey
cg08291886,cyan
cg02394263,cyan
cg10980329,blue
cg01056174,cyan
cg23940467,cyan
cg17174230,cyan
cg12835924,cyan
cg00810529,blue
cg11189039,cyan
cg15076659,cyan
cg22375856,blue
cg20594982,grey
cg23374376,grey
cg25385412,cyan
cg03475776,grey
cg05588658,cyan
cg06324373,grey
cg09559545,cyan
cg09059250,blue
cg07380496,cyan
cg20945472,blue
cg03059112,cyan
cg00319395,cyan
cg25750018,blue
cg15506890,grey
cg26770381,cyan
cg20154865,cyan
cg19624601,blue
cg22063056,cyan
cg04168939,cyan
cg18091046,grey
cg14117219,grey
cg02108556,blue
cg14356225,grey
cg02776035,cyan
cg21495568,cyan
cg05491001,grey
cg10091994,cyan
cg00005817,blue
cg08643928,cyan
cg13242090,blue
cg05150641,blue
cg25328403,cyan
cg16860694,cyan
cg09259694,cyan
cg03603977,grey
cg22346355,cyan
cg16974308,blue
cg01288184,cyan
cg02796773,cyan
cg16729415,grey
cg22875643,cyan
cg06375580,cyan
cg04446777,cyan
cg09657963,cyan
cg07770857,cyan
cg23187103,cyan
cg15577451,blue
cg11942221,blue
cg26308704,grey
cg09451960,cyan
cg05972047,cyan
cg21526120,blue
cg19736712,grey
cg03839794,grey
cg26332365,cyan
cg12181217,cyan
cg24998527,grey
cg06099784,blue
cg19538502,cyan
cg27505984,cyan
cg14921485,blue
cg26754472,grey
cg19781637,blue
cg16799897,grey
cg25315287,cyan
cg20421914,cyan
cg17159093,cyan
cg08920807,cyan
cg10755730,cyan
cg23677778,cyan
cg14641092,blue
cg04987827,cyan
cg27034935,grey
cg07356745,grey
cg09222379,cyan
cg17218495,grey
cg25267765,cyan
cg25257870,cyan
cg20742840,blue
cg17459893,cyan
cg17022362,grey
cg06082141,blue
cg15604891,cyan
cg18539474,grey
cg04221681,blue
cg08510264,grey
cg24633978,grey
cg10079740,grey
cg12558755,cyan
cg16006004,grey
cg05129568,blue
cg19878627,grey
cg07025785,grey
cg09509909,cyan
cg20754964,blue
cg15661389,cyan
cg16070018,cyan
cg01573747,grey
cg07296849,blue
cg19280133,cyan
cg14021564,cyan
cg17013729,grey
cg13831848,blue
cg23667555,cyan
cg09951433,cyan
cg04905789,cyan
cg21162694,cyan
cg00107982,cyan
cg07601320,grey
cg19789653,cyan
cg15650713,cyan
cg08106148,cyan
cg13041080,blue
cg23023844,grey
cg03322334,grey
cg04498082,cyan
cg08005093,blue
cg05180887,grey
cg13901752,cyan
